id,name,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer
3068,Over 9000 Zombies!,false,true,true,false,false,false,false,false,false,false,false,false,false
3069,Descent: Freespace - The Great War,false,false,true,false,false,false,false,false,false,false,false,false,false
3070,Freespace 2,false,false,true,false,false,false,false,false,false,false,false,false,false
3071,Driving School Simulator,false,false,false,false,true,false,false,true,false,false,false,false,false
3072,Extreme Roads USA,false,false,false,false,false,false,false,true,false,false,false,false,false
3073,Formula Truck 2013,false,false,false,false,false,false,false,true,false,false,true,true,false
3074,Towtruck Simulator 2015,false,false,false,false,false,false,false,true,false,false,false,false,false
3075,Game Tycoon 1.5,false,false,false,false,false,true,false,true,false,false,false,false,false
3076,Agricultural Simulator 2012: Deluxe Edition,false,false,false,false,false,false,false,true,false,false,false,false,false
3077,Forestry 2017 - The Simulation,false,false,false,false,false,false,false,true,false,false,false,false,false
3078,Mining & Tunneling Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3079,Aviator - Bush Pilot,false,false,true,false,false,false,false,true,false,false,false,false,false
3080,Stock Car Extreme,false,false,false,false,false,false,false,true,false,false,true,true,false
3081,Ski-World Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3082,Snowcat Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3083,Arctic Trucker Simulator,false,false,false,false,true,false,false,true,false,false,false,false,false
3084,Warehouse and Logistics Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3085,Mechs & Mercs: Black Talons,false,true,true,false,false,true,false,true,false,false,false,false,false
3086,Ship Simulator: Maritime Search and Rescue,false,false,true,false,false,false,false,true,false,false,false,false,false
3087,Rambo The Video Game,false,false,true,false,false,false,false,false,false,false,false,false,false
3088,Hotline Miami 2: Wrong Number,false,true,true,false,false,false,false,false,false,false,false,false,false
3089,Broforce,false,true,true,true,true,false,false,false,false,false,false,false,false
3090,RONIN,false,true,true,false,false,false,false,false,false,false,false,false,false
3091,OlliOlli,false,true,false,false,false,false,false,false,false,false,true,false,false
3092,NOT A HERO,false,true,true,true,false,false,false,false,false,false,false,false,false
3093,Gods Will Be Watching,false,true,false,true,false,false,false,false,false,false,false,false,false
3094,Always Sometimes Monsters,false,true,false,false,false,false,true,false,false,false,false,false,false
3095,Dropsy,false,true,false,true,false,false,false,false,false,false,false,false,false
3096,Assault Squad 2: Men of War Origins,false,false,true,false,false,true,false,true,false,false,false,false,false
3097,Drox Operative,false,true,true,false,false,false,true,false,false,false,false,false,false
3098,Brigador,false,true,true,false,false,false,false,false,false,false,false,false,false
3099,Darkwood,false,true,true,true,false,false,true,false,true,false,false,false,false
3100,Revolution Ace,false,true,true,true,false,true,true,true,false,false,false,false,false
3101,868-HACK,false,true,false,false,false,true,false,false,false,false,false,false,false
3102,Jet Car Stunts,false,true,false,false,false,false,false,false,false,false,true,true,false
3103,Murder Miners,false,true,true,false,false,false,false,false,false,false,false,false,false
3104,FaceRig,true,false,false,false,false,false,false,false,false,false,false,false,false
3105,Depth,false,true,true,false,false,false,false,false,false,false,false,false,false
3106,Tech Executive Tycoon,false,true,false,false,false,true,true,true,false,false,false,false,false
3107,Influent,false,true,false,false,false,true,false,true,false,false,false,false,false
3108,Punch! ViaCAD 2D/3D v9 + 3D Printing PowerPack LT,true,false,false,false,false,false,false,false,false,false,false,false,false
3109,Alone in the Dark: Illumination,false,false,true,true,false,false,false,false,false,false,false,false,false
3110,Post Master,false,true,false,false,true,false,false,true,false,false,false,false,false
3111,Shelter 2,false,true,false,true,true,false,false,false,false,false,false,false,false
3112,Costume Quest 2,false,false,false,true,true,false,true,false,false,false,false,false,false
3113,Westerado: Double Barreled,false,true,true,true,false,false,false,false,false,false,false,false,false
3114,Graviteam Tactics: Operation Star,false,false,false,false,false,true,false,false,false,false,false,false,false
3115,Victorian Admirals Anthology,false,false,false,false,false,false,false,true,false,false,false,false,false
3116,Anmynor Puzzles,false,false,false,false,true,false,false,false,false,false,false,false,false
3117,Sentinel 3: Homeworld,false,true,false,false,false,true,false,false,false,false,false,false,false
3118,Guacamelee! Super Turbo Championship Edition,false,true,true,true,false,false,false,false,false,false,false,false,false
3119,Chip,false,true,true,false,false,true,false,false,false,false,false,false,false
3120,Canyon Capers,false,true,true,false,true,false,false,false,false,false,false,false,false
3121,Z Steel Soldiers,false,false,false,false,false,true,false,false,false,false,false,false,false
3122,Z,false,false,true,false,false,true,false,false,false,false,false,false,false
3123,Summoner,false,false,true,false,false,false,true,false,false,false,false,false,false
3124,"Warhammer 40,000: Kill Team",false,false,true,false,false,false,false,false,false,false,false,false,false
3125,Space Run,false,true,false,false,false,true,false,false,false,false,false,false,false
3126,7 Wonders of the Ancient World,false,false,false,false,true,true,false,false,false,false,false,false,false
3127,7 Wonders: Magical Mystery Tour,false,false,false,false,true,true,false,false,false,false,false,false,false
3128,No Man's Sky,false,false,true,true,false,false,false,false,false,false,false,false,false
3129,My Best Friends - Cats & Dogs,false,false,false,false,true,false,false,false,false,false,false,false,false
3130,My Vet Practice: In the Country,false,false,false,false,true,false,false,false,false,false,false,false,false
3131,My Riding Stables,false,false,false,false,true,false,false,false,false,false,false,false,false
3132,My Riding Stables: Life with Horses,false,false,false,false,true,false,false,false,false,false,false,false,false
3133,Riding Star,false,false,false,false,true,false,false,false,false,false,false,false,false
3134,My Pet Hotel,false,false,false,false,true,false,false,false,false,false,false,false,false
3135,My Pet Hotel 2,false,false,false,false,true,false,false,false,false,false,false,false,false
3136,Kingdom Tales,false,false,false,false,true,false,false,false,false,false,false,false,false
3137,Tales From The Dragon Mountain 2: The Lair,false,false,false,false,true,false,false,false,false,false,false,false,false
3138,Tango Fiesta,false,true,true,false,false,false,false,false,false,false,false,false,false
3139,Fritz Chess 14,false,false,false,false,false,true,false,false,false,false,false,false,false
3140,Toy Soldiers: War Chest,false,false,true,false,true,true,false,false,false,false,false,false,false
3141,Mordheim: City of the Damned,false,false,false,false,false,true,true,false,false,false,false,false,false
3142,Dwelvers,false,true,false,false,false,true,false,true,true,false,false,false,false
3143,FATE: Undiscovered Realms,false,false,true,true,false,false,true,false,false,false,false,false,false
3144,Return to Mysterious Island,false,false,false,true,true,false,false,false,false,false,false,false,false
3145,MAGIX Audio & Music Lab 2014 Premium,true,false,false,false,false,false,false,false,false,false,false,false,false
3146,MAGIX Audio Cleaning Lab 2014,true,false,false,false,false,false,false,false,false,false,false,false,false
3147,Return to Mysterious Island 2,false,false,false,true,true,false,false,false,false,false,false,false,false
3148,VIDEOBALL,false,true,true,false,false,false,false,false,false,false,true,false,false
3149,Halo: Spartan Assault,false,false,true,false,false,false,false,false,false,false,false,false,false
3150,Imperial Glory,false,false,false,false,false,true,false,false,false,false,false,false,false
3151,Praetorians,false,false,false,false,false,true,false,false,false,false,false,false,false
3152,The Book of Legends,false,true,false,true,false,false,true,false,false,false,false,false,false
3153,Battle Group 2,false,true,true,false,false,true,false,false,false,false,false,false,false
3154,Farming World,false,true,false,false,true,false,false,true,false,false,false,false,false
3155,Shiny The Firefly,false,true,true,true,true,false,false,false,false,false,false,false,false
3156,Albedo: Eyes from Outer Space,false,true,true,true,false,false,false,false,false,false,false,false,false
3157,Tales From The Dragon Mountain: The Strix,false,false,false,false,true,false,false,false,false,false,false,false,false
3158,Where Angels Cry,false,false,false,false,true,false,false,false,false,false,false,false,false
3159,Assassin's Creed Freedom Cry,false,false,true,true,false,false,false,false,false,false,false,false,false
3160,Panzer Tactics HD,false,false,false,false,false,true,false,true,false,false,false,false,false
3161,Kult: Heretic Kingdoms,false,true,true,true,false,false,true,false,false,false,false,false,false
3162,"About Love, Hate and the other ones",false,true,false,false,true,false,false,false,false,false,false,false,false
3163,On Rusty Trails,false,true,false,false,false,false,false,false,false,false,false,false,false
3164,The Count of Monster Disco,false,false,false,false,false,false,false,true,false,false,false,false,false
3165,Sportsfriends,false,true,false,false,false,false,false,false,false,false,true,false,false
3166,Diehard Dungeon,false,true,true,true,false,false,true,false,false,false,false,false,false
3167,Shantae: Risky's Revenge - Director's Cut,false,true,true,true,false,false,false,false,false,false,false,false,false
3168,Mars Colony: Challenger,false,true,false,true,false,false,true,true,false,false,false,false,false
3169,TUG,false,true,false,true,false,false,true,false,true,false,false,false,false
3170,Deadbreed®,false,true,true,true,false,true,true,false,false,true,false,false,false
3171,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,false,false,true,false,false,false,false,false,false,false,false,false,false
3172,RIVE,false,true,true,false,false,false,false,false,false,false,false,false,false
3173,Sound Forge Audio Studio 10 - Steam Powered,true,false,false,false,false,false,false,false,false,false,false,false,false
3174,ACID Music Studio 10 - Steam Powered,true,false,false,false,false,false,false,false,false,false,false,false,false
3175,Vegas Pro 13 Edit - Steam Powered,true,false,false,false,false,false,false,false,false,false,false,false,false
3176,A Story About My Uncle,false,true,false,true,true,false,false,false,false,false,false,false,false
3177,Spider: Rite of the Shrouded Moon,false,true,true,true,false,false,false,false,false,false,false,false,false
3178,0RBITALIS,false,true,false,false,false,false,false,true,false,false,false,false,false
3179,Skyborn,false,false,false,false,true,false,true,false,false,false,false,false,false
3180,Aveyond 3-2: Gates of Night,false,true,false,true,true,false,true,false,false,false,false,false,false
3181,JUDGEMENT SILVERSWORD - Resurrection -,false,false,true,false,false,false,false,false,false,false,false,false,false
3182,3 Stars of Destiny,false,true,false,true,false,false,true,false,false,false,false,false,false
3183,A-Train 9 V4.0 : Japan Rail Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3184,Labyrinthine Dreams,false,true,false,true,true,false,false,false,false,false,false,false,false
3185,Heroes of Legionwood,false,true,false,false,true,false,true,false,false,false,false,false,false
3186,TinyKeep,false,true,true,true,false,false,true,false,false,false,false,false,false
3187,Terrian Saga: KR-17,false,true,true,true,false,false,false,false,false,false,false,false,false
3188,LA Cops,false,true,true,true,false,true,false,false,false,false,false,false,false
3189,Spaceforce Homeworld,false,false,true,false,false,false,false,false,false,false,false,false,false
3190,Angvik,false,true,true,false,false,false,false,false,false,false,false,false,false
3191,Interplanetary,false,true,false,false,false,true,false,false,false,false,false,false,false
3192,Gigantic Army,false,true,true,false,false,false,false,false,false,false,false,false,false
3193,DiggerOnline,false,false,true,true,false,false,false,false,false,false,false,false,false
3194,9th Dawn II,false,true,true,true,false,false,true,false,true,false,false,false,false
3195,Making History: The Great War,false,true,false,false,false,true,false,true,false,false,false,false,false
3196,Ultionus: A Tale of Petty Revenge,false,false,true,true,false,false,false,false,false,false,false,false,false
3197,Richard & Alice,false,true,false,true,false,false,false,false,false,false,false,false,false
3198,Ohmicide,true,false,false,false,false,false,false,false,false,false,false,false,false
3199,Gardens Inc. – From Rakes to Riches,false,false,false,false,true,true,false,true,false,false,false,false,false
3200,Joe Dever's Lone Wolf HD Remastered,false,true,false,true,false,false,true,false,false,false,false,false,false
3201,IHF Handball Challenge 14,false,false,false,false,false,false,false,false,false,false,true,false,false
3202,Abalone,false,false,false,false,true,true,false,false,false,false,false,false,false
3203,Nicolas Eymerich The Inquisitor,false,false,false,true,false,false,false,false,false,false,false,false,false
3204,Rage Runner,false,true,true,false,true,false,false,true,false,false,false,true,false
3205,Pretentious Game,false,true,false,false,true,false,false,false,false,false,false,false,false
3206,Dracula 4 and  5 - Special Steam Edition,false,false,false,true,false,false,false,false,false,false,false,false,false
3207,Devil's Dare,false,true,true,true,true,false,false,false,false,false,false,false,false
3208,The Troma Project,false,true,false,false,false,true,false,false,false,false,false,false,false
3209,The I of the Dragon,false,false,false,false,false,false,true,false,false,false,false,false,false
3210,3D ParticleGen Visual FX,true,false,false,false,false,false,false,false,false,false,false,false,false
3211,Grim Legends 2: Song of the Dark Swan,false,false,false,true,true,false,false,false,false,false,false,false,false
3212,Soul Axiom,false,true,false,true,false,false,false,false,false,false,false,false,false
3213,Infinity Runner,false,true,true,false,false,false,false,false,false,false,false,false,false
3214,The Book of Unwritten Tales 2,false,false,false,true,false,false,false,false,false,false,false,false,false
3215,Bridge Constructor Playground,false,true,false,false,true,false,true,true,false,false,false,false,false
3216,Gunjitsu,false,true,true,false,false,false,false,false,true,false,false,false,false
3217,A Wizard's Lizard,false,true,true,false,false,false,true,false,false,false,false,false,false
3218,Millennium - A New Hope,false,true,false,true,true,false,true,false,false,false,false,false,false
3219,Aragami,false,true,true,true,false,false,false,false,false,false,false,false,false
3220,Hover : Revolt Of Gamers,false,true,true,true,false,false,false,false,true,false,false,false,false
3221,Eterium,false,true,true,false,false,false,false,false,false,false,false,false,false
3222,Creeper World 3: Arc Eternal,false,true,false,false,false,true,false,true,false,false,false,false,false
3223,Adventurer Manager,false,true,false,false,true,false,true,false,false,false,false,false,false
3224,Interstellaria,false,true,false,true,false,true,true,true,false,false,false,false,false
3225,Uprising44: The Silent Shadows,false,false,true,false,false,true,false,false,false,false,false,false,false
3226,Pulstar,false,true,true,false,false,false,false,false,false,false,false,false,false
3227,KRUNCH,false,true,true,false,false,false,false,false,false,false,false,true,false
3228,Crea,false,true,true,true,false,false,true,false,false,false,false,false,false
3229,GhostControl Inc.,false,true,false,false,true,true,false,true,false,false,false,false,false
3230,Danmaku Unlimited 2,false,true,true,false,false,false,false,false,false,false,false,false,false
3231,BloodLust Shadowhunter,false,true,true,false,false,false,true,false,false,false,false,false,false
3232,Dark Shadows - Army of Evil,false,true,true,false,false,false,true,false,false,false,false,false,false
3233,Krita Gemini,true,false,false,false,false,false,false,false,false,false,false,false,false
3234,Imagine Earth,false,true,false,false,false,true,false,true,true,false,false,false,false
3235,Creativerse,false,true,true,true,true,false,true,true,true,true,false,false,true
3236,Foosball - Street Edition,false,true,false,false,true,false,false,false,false,false,true,false,false
3237,GhostshipAftermath,false,true,true,true,false,false,false,false,false,false,false,false,false
3238,T.E.C. 3001,false,true,true,false,false,false,false,false,false,false,false,true,false
3239,Battlepillars Gold Edition,false,true,true,false,true,true,false,false,false,false,false,false,false
3240,Reversion - The Meeting,false,true,false,true,false,false,false,false,false,false,false,false,false
3241,A Boy and His Blob,false,false,false,true,false,false,false,false,false,false,false,false,false
3242,BloodRayne: Betrayal,false,false,true,false,false,false,false,false,false,false,false,false,false
3243,Adventure Chronicles: The Search For Lost Treasure,false,false,false,true,false,false,false,false,false,false,false,false,false
3244,Desert Gunner,false,false,true,false,false,false,false,false,false,false,false,false,false
3245,Mashed,false,false,false,false,false,false,false,false,false,false,false,true,false
3246,US and THEM,false,false,false,false,false,true,false,false,false,false,false,false,false
3247,Real Horror Stories Ultimate Edition,false,true,false,false,false,false,false,false,false,false,false,false,false
3248,O.R.B.,false,false,false,false,false,true,false,false,false,false,false,false,false
3249,Ubersoldier II,false,false,true,false,false,false,false,false,false,false,false,false,false
3250,Clans,false,false,false,false,false,false,true,false,false,false,false,false,false
3251,Disciples Sacred Lands Gold,false,false,false,false,false,true,false,false,false,false,false,false,false
3252,D.W.A.R.F.S.,false,false,false,true,false,false,false,false,false,false,false,false,false
3253,Wings Over Europe,false,false,false,false,false,false,false,true,false,false,false,false,false
3254,Homeworld: Deserts of Kharak,false,false,false,false,false,true,false,false,false,false,false,false,false
3255,The Banner Saga 2,false,true,false,false,false,true,true,false,false,false,false,false,false
3256,The Legend of Korra™,false,false,true,true,false,false,false,false,false,false,false,false,false
3257,Munin,false,true,false,true,true,false,false,false,false,false,false,false,false
3258,Explodemon,false,true,true,true,true,false,false,false,false,false,false,false,false
3259,4PM,false,true,false,false,false,false,false,false,false,false,false,false,false
3260,RefleX,false,true,true,false,false,false,false,false,false,false,false,false,false
3261,Indie Graphics Bundle,true,false,false,false,false,false,false,false,false,false,false,false,false
3262,Splatter - Blood Red Edition,false,true,true,false,false,false,false,false,false,false,false,false,false
3263,Woolfe - The Red Hood Diaries,false,true,true,true,false,false,false,false,false,false,false,false,false
3264,Stellaris,false,false,false,false,false,true,false,true,false,false,false,false,false
3265,Carmageddon Max Pack,false,true,true,false,false,false,false,false,false,false,false,true,false
3266,Carmageddon 2: Carpocalypse Now,false,true,true,false,false,false,false,false,false,false,false,true,false
3267,MX vs. ATV Supercross Encore,false,false,false,false,false,false,false,true,false,false,true,true,false
3268,This War of Mine,false,true,false,true,false,false,false,true,false,false,false,false,false
3269,Fearless Fantasy,false,true,true,true,true,false,true,false,false,false,false,false,false
3270,SOMA,false,true,true,true,false,false,false,false,false,false,false,false,false
3271,Sid Meier's Starships,false,false,false,false,false,true,false,false,false,false,false,false,false
3272,NBA 2K15,false,false,false,false,false,false,false,false,false,false,true,false,false
3273,Future Perfect,false,true,true,false,false,false,false,false,false,false,false,false,false
3274,SuperPower 2 Steam Edition,false,false,false,false,false,true,false,true,false,false,false,false,false
3275,Quake Live,false,false,true,false,false,false,false,false,false,false,false,false,false
3276,Castlevania: Lords of Shadow – Mirror of Fate HD,false,false,true,true,false,false,false,false,false,false,false,false,false
3277,RollerCoaster Tycoon World,false,false,false,false,false,true,false,true,true,false,false,false,false
3278,Star Ruler 2,false,true,false,false,false,true,false,false,false,false,false,false,false
3279,The Battle of Sol,false,true,true,false,false,false,false,true,false,false,false,false,false
3280,LOST ORBIT,false,true,true,false,false,false,false,false,false,false,false,false,false
3281,EAC eSports,true,false,false,false,false,false,false,false,false,false,false,false,false
3282,Warring States,false,true,false,false,false,true,false,false,true,false,false,false,false
3283,Organic Panic,false,true,true,false,true,false,false,false,true,false,false,false,false
3284,Circuits,false,true,false,false,true,false,false,false,false,false,false,false,false
3285,Stick 'Em Up 2,false,true,true,true,false,false,false,false,false,false,false,false,false
3286,100% Orange Juice,false,true,false,false,false,true,false,false,false,false,false,false,false
3287,Masterspace,false,true,true,false,false,false,true,true,false,false,false,false,false
3288,FaeVerse Alchemy,false,true,false,false,true,true,false,false,true,false,false,false,false
3289,Hyperdimension Neptunia Re;Birth1,false,false,false,false,false,true,true,false,false,false,false,false,false
3290,Atajrubah,false,true,false,false,false,false,false,false,true,false,false,false,false
3291,Strategic War in Europe,false,true,false,false,false,true,false,false,false,false,false,false,false
3292,The Campaign Series: Fall Weiss,false,true,false,false,false,true,false,false,false,false,false,false,false
3293,Paper Dungeons,false,true,false,true,false,false,true,false,false,false,false,false,false
3294,Lucent Heart,false,false,false,true,true,false,true,false,false,true,false,false,true
3295,Super Chibi Knight,false,true,true,true,false,false,true,false,false,false,false,false,false
3296,Colonies Online,false,true,true,false,false,false,true,false,true,false,false,false,true
3297,House of the Dying Sun,false,true,true,false,false,false,false,true,true,false,false,false,false
3298,The Samaritan Paradox,false,true,false,true,false,false,false,false,false,false,false,false,false
3299,Spoiler Alert,false,true,false,true,true,false,false,false,false,false,false,false,false
3300,Jagged Alliance Gold,false,false,true,false,false,true,true,false,false,false,false,false,false
3301,Nosferatu: The Wrath of Malachi,false,false,true,true,false,false,false,false,false,false,false,false,false
3302,Soulbringer,false,false,false,false,false,false,true,false,false,false,false,false,false
3303,Desert Thunder,false,false,true,false,false,false,false,false,false,false,false,false,false
3304,Eurofighter Typhoon,false,false,true,false,false,false,false,false,false,false,false,false,false
3305,Marine Sharpshooter II: Jungle Warfare,false,false,true,false,false,false,false,false,false,false,false,false,false
3306,Incoming Forces,false,false,true,false,false,false,false,false,false,false,false,false,false
3307,CT Special Forces: Fire for Effect,false,false,true,false,false,false,false,false,false,false,false,false,false
3308,Litil Divil,false,false,true,true,false,false,false,false,false,false,false,false,false
3309,Zooloretto,false,false,false,false,true,false,false,false,false,false,false,false,false
3310,The Secret Of Hildegards,false,false,false,false,true,false,false,false,false,false,false,false,false
3311,Ihf Handball Challenge 12,false,false,false,false,false,false,false,false,false,false,true,false,false
3312,Munich Bus Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3313,New York Bus Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
3314,World of Subways 2 – Berlin Line 7,false,false,false,false,false,false,false,true,false,false,false,false,false
3315,World of Subways 3 – London Underground Circle Line,false,false,false,false,false,false,false,true,false,false,false,false,false
3316,Salt and Sanctuary,false,true,true,false,false,false,true,false,false,false,false,false,false
3317,Rabbit Hole 3D: Steam Edition,false,true,true,false,true,false,false,false,false,false,false,false,false
3318,Astebreed,false,true,true,false,false,false,false,false,false,false,false,false,false
3319,KAMUI,false,true,true,false,false,false,false,false,false,false,false,false,false
3320,ALLTYNEX Second,false,true,true,false,false,false,false,false,false,false,false,false,false
3321,Heroine's Quest: The Herald of Ragnarok,false,true,false,true,false,false,true,false,false,true,false,false,false
3322,Putt-Putt Joins the Parade,false,false,false,true,true,false,false,false,false,false,false,false,false
3323,Freddi Fish and The Case of the Missing Kelp Seeds,false,false,false,true,true,false,false,false,false,false,false,false,false
3324,Pajama Sam in No Need to Hide When It's Dark Outside,false,false,false,true,true,false,false,false,false,false,false,false,false
3325,SPY Fox in: Dry Cereal,false,false,false,true,true,false,false,false,false,false,false,false,false
3326,Putt-Putt and Pep's Balloon-o-Rama,false,false,false,true,true,false,false,false,false,false,false,false,false
3327,Freddi Fish and Luther's Maze Madness,false,false,false,true,true,false,false,false,false,false,false,false,false
3328,Sanitarium,false,false,false,true,false,false,false,false,false,false,false,false,false
3329,Lost Squad,false,false,true,true,false,false,false,false,false,true,false,false,false
3330,Unclaimed World,false,true,false,false,false,true,false,true,true,false,false,false,false
3331,Majestic Nights,false,true,true,true,false,false,true,false,false,false,false,false,false
3332,BeamNG.drive,false,false,false,false,false,false,false,true,true,false,false,true,false
3333,Magicians & Looters,false,true,true,true,false,false,false,false,false,false,false,false,false
3334,Robot Rescue Revolution,false,true,false,false,true,false,false,false,false,false,false,false,false
3335,Diadra Empty,false,true,true,false,false,false,false,false,false,false,false,false,false
3336,Maize,false,true,false,true,false,false,false,false,false,false,false,false,false
3337,PANORAMICAL,false,true,false,false,false,false,false,false,false,false,false,false,false
3338,Farm Machines Championships 2014,false,false,false,false,false,false,false,true,false,false,false,true,false
3339,The Last Door - Collector's Edition,false,true,false,true,false,false,false,false,false,false,false,false,false
3340,Cornerstone: The Song Of Tyrim,false,true,true,true,false,false,false,false,false,false,false,false,false
3341,DeadCore,false,true,true,false,false,false,false,false,false,false,false,false,false
3342,ZAMB! Biomutant Extermination,false,true,true,false,false,true,false,false,false,false,false,false,false
3343,Tremor,true,false,false,false,false,false,false,false,false,false,false,false,false
3344,Abyss: The Wraiths of Eden,false,false,false,true,true,false,false,false,false,false,false,false,false
3345,Dark Arcana: The Carnival,false,false,false,true,true,false,false,false,false,false,false,false,false
3346,Enigmatis: The Ghosts of Maple Creek,false,false,false,true,true,false,false,false,false,false,false,false,false
3347,Enigmatis 2: The Mists of Ravenwood,false,false,false,true,true,false,false,false,false,false,false,false,false
3348,Nightmares from the Deep 2: The Siren`s Call,false,false,false,true,true,false,false,false,false,false,false,false,false
3349,Nightmares from the Deep 3: Davy Jones,false,false,false,true,true,false,false,false,false,false,false,false,false
3350,Clockwork Tales: Of Glass and Ink,false,false,false,true,true,false,false,false,false,false,false,false,false
3351,Grim Legends: The Forsaken Bride,false,false,false,false,true,false,false,false,false,false,false,false,false
3352,9 Clues: The Secret of Serpent Creek,false,false,false,true,true,false,false,false,false,false,false,false,false
3353,Left in the Dark: No One on Board,false,false,false,true,true,false,false,false,false,false,false,false,false
3354,Purgatory: War of the Damned,false,false,true,false,false,false,true,false,true,false,false,false,false
3355,Speed Kills,false,true,true,false,false,false,false,false,false,false,false,true,false
3356,Pixel Puzzles: Japan,false,true,false,false,true,false,false,true,false,false,false,false,false
3357,Project Root,false,true,true,false,false,false,false,false,false,false,false,false,false
3358,Solarix,false,true,true,false,false,false,false,false,false,false,false,false,false
3359,Pixel Puzzles: UndeadZ,false,true,true,false,true,true,false,true,false,false,false,false,false
3360,Showtime!,false,true,false,false,true,true,false,true,false,false,false,false,false
3361,Between Me and The Night,false,true,true,true,false,false,false,false,false,false,false,false,false
3362,Robowars,false,true,true,false,false,true,false,false,false,false,false,false,false
3363,GearCity,false,true,false,false,false,true,false,true,true,false,false,false,false
3364,Battleplan: American Civil War,false,false,false,false,true,true,false,true,false,false,false,false,false
3365,LEGO® The Hobbit™,false,false,true,true,false,false,false,false,false,false,false,false,false
3366,"Warhammer® 40,000™: Dawn of War® III",false,false,true,false,false,true,false,false,false,false,false,false,false
3367,RollerCoaster Tycoon: Deluxe,false,false,false,false,false,true,false,true,false,false,false,false,false
3368,RollerCoaster Tycoon 2: Triple Thrill Pack,false,false,false,false,false,true,false,true,false,false,false,false,false
3369,Kingdom Elemental,false,true,false,false,false,true,false,false,false,false,false,false,false
3370,Deadly Sin 2,false,false,false,false,true,false,true,false,false,false,false,false,false
3371,Crimzon Clover  WORLD IGNITION,false,true,true,false,false,false,false,false,false,false,false,false,false
3372,The Entente Gold,false,false,false,false,false,true,false,false,false,false,false,false,false
3373,Hard Truck Apocalypse / Ex Machina,false,false,true,false,false,false,true,false,false,false,false,true,false
3374,Sledgehammer / Gear Grinder,false,false,true,false,false,false,false,false,false,false,false,true,false
3375,ACE - Arena: Cyber Evolution,false,true,true,false,false,true,false,false,true,true,true,false,false
3376,Galactic Command Echo Squad SE,false,false,true,false,false,false,false,true,false,false,false,false,false
3377,Kitty Powers' Matchmaker,false,true,false,false,true,false,false,true,false,false,false,false,false
3378,Braveland,false,true,false,false,true,true,false,false,false,false,false,false,false
3379,Action Henk,false,true,true,false,false,false,false,false,false,false,false,true,false
3380,Enemy Mind,false,true,true,false,false,false,false,false,false,false,false,false,false
3381,Gang Beasts,false,true,true,true,true,false,false,false,true,false,false,false,false
3382,TerraTech,false,true,true,false,false,true,false,false,true,false,false,false,false
3383,Q*bert: Rebooted,false,true,true,false,true,false,false,false,false,false,false,false,false
3384,Kromaia,false,true,true,false,false,false,false,false,false,false,false,false,false
3385,Tooth and Tail,false,true,true,false,true,true,false,false,false,false,false,false,false
3386,Dead Effect,false,true,true,false,false,false,false,false,false,false,false,false,false
3387,You Have to Win the Game,false,true,true,false,false,false,false,false,false,false,false,false,false
3388,QuestRun,false,false,false,false,false,false,true,false,false,false,false,false,false
3389,Eidolon,false,true,false,true,false,false,false,false,false,false,false,false,false
3390,Tabletop Simulator,false,true,false,false,true,true,true,true,false,false,false,false,false
3391,ReignMaker,false,true,false,true,true,true,true,false,false,false,false,false,false
3392,Pier Solar and the Great Architects,false,false,false,false,false,false,true,false,false,false,false,false,false
3393,Dog Sled Saga,false,true,false,false,false,false,true,false,true,false,true,true,false
3394,fault - milestone one,false,true,false,false,false,false,false,false,false,false,false,false,false
3395,Steel Armor: Blaze of War,false,false,false,false,false,true,false,true,false,false,false,false,false
3396,Oknytt,false,true,false,true,false,false,false,false,false,false,false,false,false
3397,FarSky,false,true,false,true,false,false,false,false,false,false,false,false,false
3398,Shadows on the Vatican - Act I: Greed,false,true,false,true,false,false,false,false,false,false,false,false,false
3399,Strata,false,true,false,false,true,true,false,false,false,false,false,false,false
3400,Rover Rescue,false,true,true,false,false,true,false,false,false,false,false,false,false
3401,Black Mirror II,false,false,false,true,false,false,false,false,false,false,false,false,false
3402,Black Mirror III,false,false,false,true,false,false,false,false,false,false,false,false,false
3403,"House of 1,000 Doors - Family Secrets",false,false,false,true,true,false,false,false,false,false,false,false,false
3404,Viking Brothers,false,false,true,false,true,true,false,false,false,false,false,false,false
3405,Nearwood - Collector's Edition,false,false,false,true,false,false,false,false,false,false,false,false,false
3406,F1 2015,false,false,false,false,false,false,false,false,false,false,true,true,false
3407,Avoid Sensory Overload,false,true,true,false,false,false,false,false,false,false,false,false,false
3408,Metro 2033 Redux,false,false,true,false,false,false,false,false,false,false,false,false,false
3409,Gunship!,false,false,true,false,false,false,false,true,false,false,false,false,false
3410,Zoo Empire,false,false,false,false,true,true,false,true,false,false,false,false,false
