id,name,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer
4441,Airport Simulator 2015,false,false,false,false,false,false,false,true,false,false,false,false,false
4442,AX:EL,false,true,true,false,false,false,false,true,false,false,false,false,false
4443,Bridge Constructor Medieval,false,true,false,false,true,false,false,true,false,false,false,false,false
4444,Jenny LeClue - Detectivu,false,true,true,true,true,false,false,false,false,false,false,false,false
4445,Trine 3: The Artifacts of Power,false,true,true,true,false,false,false,false,false,false,false,false,false
4446,The Detail,false,true,false,true,false,false,false,false,false,false,false,false,false
4447,Monkey Tales,false,true,false,true,true,false,false,false,false,false,false,false,false
4448,Moon Hunters,false,true,false,true,false,false,true,false,false,false,false,false,false
4449,This Starry Midnight We Make,false,true,false,false,false,false,false,true,false,false,false,false,false
4450,Train Town,false,false,false,false,true,false,false,false,false,false,false,false,false
4451,Meadowland,false,true,false,false,false,false,false,true,false,false,false,false,false
4452,Absolute Drift,false,true,true,false,false,false,false,true,false,false,true,true,false
4453,Deadlings - Rotten Edition,false,true,true,true,false,false,false,false,false,false,false,false,false
4454,We Happy Few,false,true,true,true,false,false,false,false,true,false,false,false,false
4455,Car Mechanic Simulator 2015,false,false,false,false,false,false,false,true,false,false,false,true,false
4456,World Truck Racing,false,false,false,false,false,false,false,false,false,false,false,true,false
4457,Darkstone,false,false,true,false,false,false,true,false,false,false,false,false,false
4458,Cosmonautica,false,true,false,true,false,true,false,true,false,false,false,false,false
4459,Magnifico,false,false,false,false,true,true,false,false,false,false,false,false,false
4460,Near Impact,false,false,true,false,false,true,false,false,false,false,false,false,false
4461,Ascension,false,false,false,false,true,true,false,false,false,false,false,false,false
4462,Oscura: Lost Light,false,true,false,true,false,false,false,false,false,false,false,false,false
4463,Coffin Dodgers,false,true,true,false,true,false,false,false,false,false,false,true,false
4464,Warside,false,false,true,false,false,false,true,false,true,true,false,false,true
4465,Questerium: Sinister Trinity HD,false,false,false,true,true,false,false,false,false,false,false,false,false
4466,Season Match,false,false,false,true,true,false,false,false,false,false,false,false,false
4467,Season Match 2,false,false,false,true,true,false,false,false,false,false,false,false,false
4468,Season Match 3 - Curse of the Witch Crow,false,false,false,true,true,false,false,false,false,false,false,false,false
4469,The Treasures of Montezuma 3,false,true,false,true,true,false,false,false,false,false,false,false,false
4470,Tokyo School Life,false,false,false,true,false,false,false,false,false,false,false,false,false
4471,Fabula Mortis,false,true,true,false,false,false,false,false,false,false,false,false,false
4472,Toren,false,true,false,true,false,false,false,false,false,false,false,false,false
4473,Wings! Remastered Edition,false,false,true,false,false,false,false,true,false,false,false,false,false
4474,IGT Slots Paradise Garden,false,false,false,false,true,false,false,false,false,false,false,false,false
4475,One Day For Ched,false,true,false,false,false,false,false,false,false,false,false,false,false
4476,DiRT 3 Complete Edition,false,false,false,false,false,false,false,true,false,false,true,true,false
4477,Gender Bender DNA Twister Extreme,false,true,false,false,false,false,false,true,false,false,false,false,false
4478,Pirate Hell,false,false,true,true,false,false,false,false,false,false,false,false,false
4479,Fist of Jesus,false,true,true,false,false,false,false,false,false,false,false,false,false
4480,Melissa K. and the Heart of Gold Collector's Edition,false,true,false,true,true,false,false,false,false,false,false,false,false
4481,Cho Dengeki Stryker,false,false,false,true,false,false,false,false,false,false,false,false,false
4482,Wickland,false,true,true,false,false,false,false,false,false,false,false,false,false
4483,UNLOVED,false,false,true,false,false,false,false,false,true,false,false,false,false
4484,Dandelion - Wishes brought to you -,false,false,false,false,false,false,false,true,false,false,false,false,false
4485,Zen Fish SIM,false,true,false,false,false,false,false,true,true,false,false,false,false
4486,ENYO ARCADE,false,true,true,false,true,false,false,false,false,false,false,false,false
4487,Fairspace,false,true,true,false,false,true,false,true,false,false,false,false,false
4488,Primal Carnage: Extinction,false,true,true,false,false,false,false,false,false,false,false,false,false
4489,Sign Motion,false,true,false,true,false,false,false,false,false,false,false,false,false
4490,Zone 22,false,true,true,true,true,false,true,true,true,false,false,false,false
4491,Supraball,false,true,false,false,false,false,false,false,true,false,true,false,false
4492,Command: Modern Air / Naval Operations WOTY,false,false,false,false,false,true,false,true,false,false,false,false,false
4493,Aquadelic GT,false,false,false,false,false,false,false,true,false,false,false,true,false
4494,Sigils of Elohim,false,true,false,false,true,true,false,false,false,true,false,false,false
4495,MotoGP™14 Compact,false,false,false,false,false,false,false,true,false,false,true,true,false
4496,MODO indie,true,false,false,false,false,false,false,false,false,false,false,false,false
4497,The Sun and Moon,false,true,true,false,false,false,false,false,false,false,false,false,false
4498,The Flying Dutchman,false,false,false,false,true,false,false,false,false,false,false,false,false
4499,Demonlisher,false,false,false,false,true,false,false,false,false,false,false,false,false
4500,Mining Industry,false,false,false,false,false,false,false,true,false,false,false,false,false
4501,Battle Of Europe,false,false,true,false,false,false,false,false,false,false,false,false,false
4502,Icewind Dale: Enhanced Edition,false,false,false,true,false,true,true,false,false,false,false,false,false
4503,Cavern Kings,false,true,true,false,true,false,false,false,true,false,false,false,false
4504,Rising Angels: Reborn,false,true,false,true,true,false,false,true,false,true,false,false,false
4505,Disney Infinity 2.0,false,false,false,true,false,false,false,false,false,false,false,false,false
4506,Silence of the Sleep,false,true,false,true,false,false,false,false,false,false,false,false,false
4507,Aveyond 3-3: The Lost Orb,false,true,false,false,true,false,true,false,false,false,false,false,false
4508,Aveyond 3-4: The Darkthrop Prophecy,false,true,false,true,true,false,true,false,false,false,false,false,false
4509,Schein,false,true,true,true,false,false,false,false,false,false,false,false,false
4510,Moorhuhn - Tiger and Chicken,false,false,true,false,false,false,true,false,false,false,false,false,false
4511,Yury,false,true,true,true,false,false,false,false,false,false,false,false,false
4512,Might & Magic Heroes VII,false,false,false,false,false,true,true,false,false,false,false,false,false
4513,Hardland,false,true,true,true,false,false,true,false,true,false,false,false,false
4514,Unlimited Escape,false,true,false,false,false,false,false,false,false,false,false,false,false
4515,Cooking Academy Fire and Knives,false,false,true,false,true,false,false,false,false,false,false,false,false
4516,Disorder,false,true,true,false,false,false,false,false,false,false,false,false,false
4517,20XX,false,true,true,false,false,false,false,false,true,false,false,false,false
4518,Disney's Princess Enchanted Journey,false,false,false,true,false,false,false,false,false,false,false,false,false
4519,Geometry Dash,false,true,true,false,false,false,false,false,false,false,false,false,false
4520,SteamWorld Heist,false,true,true,true,false,true,true,false,false,false,false,false,false
4521,"Guns, Gore & Cannoli",false,true,true,false,false,false,false,false,false,false,false,false,false
4522,Gurumin: A Monstrous Adventure,false,false,true,true,false,false,true,false,false,false,false,false,false
4523,The Repopulation,false,true,false,false,false,false,true,false,true,false,false,false,true
4524,Don't Starve Together,false,true,false,true,false,false,false,true,false,false,false,false,false
4525,Bin Weevils Arty Arcade,true,false,false,false,false,false,false,false,false,false,false,false,false
4526,Bubonic: OutBreak,false,true,true,true,true,true,false,true,false,false,false,false,false
4527,Red Goddess: Inner World,false,true,true,true,false,false,false,false,false,false,false,false,false
4528,SUPERHOT,false,true,true,false,false,false,false,false,false,false,false,false,false
4529,Dynasty Warriors 8 - Empires,false,false,true,false,false,false,false,false,false,false,false,false,false
4530,Galactic Inheritors,false,true,false,false,false,true,false,false,false,false,false,false,false
4531,Standpoint,false,true,true,false,false,false,false,false,false,false,false,false,false
4532,Dungeon Lurk II - Leona,false,true,false,true,true,false,false,false,false,false,false,false,false
4533,PURE,false,false,false,false,false,false,false,false,false,false,false,true,false
4534,Mind Zero,false,false,false,false,false,false,true,false,false,false,false,false,false
4535,BLACKHOLE,false,true,true,true,false,false,false,false,false,false,false,false,false
4536,Drifting Lands,false,true,true,false,false,false,true,false,false,false,false,false,false
4537,Vanishing Realms,false,false,false,true,false,false,true,false,true,false,false,false,false
4538,Worlds Adrift,false,false,false,true,false,false,false,false,false,false,false,false,true
4539,Pro Cycling Manager 2015,false,false,false,false,false,false,false,true,false,false,true,false,false
4540,"War, the Game",false,true,false,false,false,true,false,false,false,false,false,false,false
4541,"Warhammer 40,000: Regicide",false,true,true,false,false,true,false,false,false,false,false,false,false
4542,theHunter: Primal,false,false,true,true,false,false,false,true,false,false,false,false,false
4543,aerofly RC 7,false,true,false,false,false,false,false,true,false,false,false,false,false
4544,Pure Hold'em,false,true,false,false,true,true,false,true,false,false,true,false,false
4545,Subject 13,false,true,false,true,false,false,false,false,false,false,false,false,false
4546,Gods vs Humans,false,false,true,false,true,true,false,false,false,false,false,false,false
4547,Black Viper: Sophia's Fate,false,false,false,false,true,false,false,false,false,false,false,false,false
4548,Roaming Fortress,false,true,true,false,true,true,false,false,false,false,false,false,false
4549,Destructamundo,false,true,false,false,true,false,false,false,false,false,false,false,false
4550,Laserlife,false,true,false,false,false,false,false,false,false,false,false,false,false
4551,Tharsis,false,true,false,false,false,true,true,false,false,false,false,false,false
4552,Vagante,false,true,true,true,false,false,true,false,true,false,false,false,false
4553,The World II (Hunting BOSS),false,false,true,false,false,false,true,false,false,false,false,false,false
4554,Hexus,false,false,false,false,true,true,false,false,false,false,false,false,false
4555,Robin's Island Adventure,false,false,false,false,true,false,false,false,false,false,false,false,false
4556,Jane Angel: Templar Mystery,false,false,false,false,true,false,false,false,false,false,false,false,false
4557,Sea Legends: Phantasmal Light Collector's Edition,false,false,false,false,true,false,false,false,false,false,false,false,false
4558,Grow Home,false,true,false,true,true,false,false,false,false,false,false,false,false
4559,TERA,false,false,true,true,false,false,true,false,false,true,false,false,true
4560,The Magic Circle,false,true,true,true,false,true,false,true,false,false,false,false,false
4561,Crow,false,true,true,true,false,false,false,false,false,false,false,false,false
4562,Alphadia Genesis,false,false,true,true,false,false,true,false,false,false,false,false,false
4563,Raiden IV: OverKill,false,false,true,false,false,false,false,false,false,false,false,false,false
4564,DRAGON BALL XENOVERSE,false,false,true,false,false,false,false,false,false,false,false,false,false
4565,Oblivious Garden ~Carmina Burana,false,true,false,true,true,false,false,false,false,false,false,false,false
4566,Jotun,false,true,true,true,false,false,false,false,false,false,false,false,false
4567,911: First Responders,false,false,false,false,false,true,false,true,false,false,false,false,false
4568,eden - 3D Screensaver,true,false,false,false,false,false,false,false,false,false,false,false,false
4569,Ubinota,false,true,false,false,false,false,false,false,false,false,false,false,false
4570,Super Indie Karts,false,true,false,false,false,false,false,false,true,false,true,true,false
4571,Caffeine,false,true,false,true,false,false,false,false,false,false,false,false,false
4572,Poltergeist: A Pixelated Horror,false,true,false,false,true,false,false,false,false,false,false,false,false
4573,Decay - The Mare,false,true,false,true,false,false,false,false,false,false,false,false,false
4574,Fireworks Simulator,false,false,false,false,false,false,false,true,false,false,false,false,false
4575,Move or Die,false,true,true,false,false,false,false,false,false,false,false,false,false
4576,MoW: Face Off M,false,true,false,false,true,true,false,false,false,true,false,false,false
4577,SteamVR Performance Test,true,false,false,false,false,false,false,false,false,false,false,false,false
4578,French Indie Sale,false,true,true,false,false,false,false,false,false,false,false,false,false
4579,iO,false,true,true,false,false,false,false,false,false,false,false,true,false
4580,Rising World,false,true,true,true,false,false,true,false,true,false,false,false,false
4581,Football Club Simulator - FCS,false,false,false,false,false,true,false,true,false,false,true,false,false
4582,Moto Racer Collection,false,false,false,false,false,false,false,false,false,false,true,true,false
4583,Verde Station,false,true,false,true,true,false,false,false,false,false,false,false,false
4584,Kalimba,false,false,true,false,true,false,false,false,false,false,false,false,false
4585,CLANNAD,false,false,false,true,true,false,false,false,false,false,false,false,false
4586,Pyrite Heart,false,true,false,false,false,false,false,false,false,false,false,false,false
4587,CodeSpells,false,true,true,true,false,false,false,true,true,false,false,false,false
4588,I Will Escape,false,true,true,true,false,false,false,false,false,false,false,false,false
4589,VoidExpanse,false,true,true,false,false,true,true,true,false,false,false,false,false
4590,Revenge: Rhobar's myth,false,true,false,true,false,false,false,false,false,false,false,false,false
4591,Bus Simulator 16,false,false,false,false,false,false,false,true,false,false,false,false,false
4592,TOTM,false,true,true,false,false,true,false,false,true,false,false,false,false
4593,The Body Changer,false,true,true,true,false,false,false,false,false,false,false,false,false
4594,Pocket God vs Desert Ashes,false,true,false,false,false,true,false,false,false,false,false,false,false
4595,Desert Ashes,false,true,false,false,false,true,false,false,false,false,false,false,false
4596,Earth Under Siege,false,true,true,false,false,true,false,false,true,false,false,false,false
4597,SinaRun,false,true,false,false,false,false,false,false,true,false,false,true,false
4598,Boundless,false,false,true,true,false,false,true,false,true,false,false,false,true
4599,Halo: Spartan Strike,false,false,true,false,false,false,false,false,false,false,false,false,false
4600,The Shopkeeper,false,true,false,true,false,false,false,false,false,false,false,false,false
4601,Gemini: Heroes Reborn,false,false,true,true,false,false,false,false,false,false,false,false,false
4602,Impossible Creatures,false,false,false,false,false,true,false,false,false,false,false,false,false
4603,To Be or Not To Be,false,true,false,true,true,false,false,false,false,false,false,false,false
4604,Caverns of the Snow Witch,false,true,false,true,false,false,true,false,false,false,false,false,false
4605,The Warlock of Firetop Mountain,false,true,true,true,false,false,false,false,false,false,false,false,false
4606,StuntMANIA Reloaded,false,false,false,true,true,false,false,false,false,false,false,true,false
4607,Monster Truck Destruction,false,false,true,false,false,false,false,false,false,false,false,true,false
4608,Experience 112,false,false,false,true,false,false,false,false,false,false,false,false,false
4609,Shadow Warrior 2,false,false,true,true,false,false,false,false,false,false,false,false,false
4610,TOXIKK,false,true,true,false,false,false,false,false,false,false,false,false,false
4611,Parallax,false,true,false,false,false,false,false,false,false,false,false,false,false
4612,Deep Dungeons of Doom,false,false,false,true,true,false,true,false,false,false,false,false,false
4613,Save the Furries,false,false,false,false,true,false,false,false,false,false,false,false,false
4614,Notch - The Innocent LunA: Eclipsed SinnerS,false,true,false,true,true,false,false,false,false,false,false,false,false
4615,Run or Die,false,true,true,false,false,false,false,false,false,false,false,false,false
4616,Bik - A Space Adventure,false,true,false,true,false,false,false,false,false,false,false,false,false
4617,App Game Kit,true,false,false,false,false,false,false,false,false,false,false,false,false
4618,Eternal Winter,false,false,true,true,false,false,false,false,true,false,false,false,false
4619,BEARZERKERS,false,true,true,false,true,false,false,false,true,false,false,false,false
4620,Mythos: The Beginning,false,false,false,true,false,false,true,false,false,false,false,false,false
4621,Muvee Reveal 11,true,false,false,false,false,false,false,false,false,false,false,false,false
4622,Nova-111,false,true,true,true,false,true,false,false,false,false,false,false,false
4623,Homebrew - Vehicle Sandbox,false,true,true,true,false,false,false,true,true,false,true,true,false
4624,Metaverse,false,true,true,true,false,false,true,true,true,false,false,false,false
4625,1953: NATO vs Warsaw Pact,false,false,false,false,false,true,false,false,true,false,false,false,false
4626,Fire,false,true,false,true,true,false,false,false,false,false,false,false,false
4627,Sword Coast Legends,false,false,false,false,false,false,true,false,false,false,false,false,false
4628,Total War: ATTILA,false,false,false,false,false,true,false,false,false,false,false,false,false
4629,Arms Dealer,false,false,false,false,false,true,false,true,false,false,false,false,false
4630,CRYENGINE - Wwise Project DLC,false,false,false,false,false,false,false,false,false,false,false,false,false
4631,The Hive,false,true,true,true,false,true,true,false,false,false,false,false,false
4632,Fallen: A2P Protocol,false,true,false,false,false,true,true,false,false,false,false,false,false
4633,Fat Chicken,false,true,true,false,false,true,false,false,false,false,false,false,false
4634,Clash of Puppets,false,true,true,false,false,false,false,false,false,false,false,false,false
4635,Crystal Catacombs,false,true,false,false,false,false,false,false,false,false,false,false,false
4636,Bitmap2Material 3,true,false,false,false,false,false,false,false,false,false,false,false,false
4637,Viking Squad,false,true,true,true,false,false,false,false,false,false,false,false,false
4638,Starlight Drifter,false,true,false,true,true,false,false,false,true,false,false,false,false
4639,Defenders of the Last Colony,false,true,true,false,false,false,false,false,false,false,false,false,false
4640,Horizon Shift,false,true,true,false,false,false,false,false,false,false,false,false,false
4641,Monument Builders: Alcatraz,false,false,false,false,true,false,false,false,false,false,false,false,false
4642,Death Skid Marks,false,true,true,false,false,false,true,false,false,false,false,false,false
4643,Shroud of the Avatar: Forsaken Virtues,false,false,false,false,false,false,true,false,true,false,false,false,true
4644,Sinister City,false,true,false,true,true,false,false,false,false,false,false,false,false
4645,Alchemy Mysteries: Prague Legends,false,true,false,true,true,false,false,false,false,false,false,false,false
4646,Smugglers 5: Invasion,false,true,false,false,false,true,true,true,false,false,false,false,false
4647,River City Super Sports Challenge ~All Stars Special~,false,false,true,false,false,false,false,false,false,false,true,false,false
4648,Mystery of Neuschwanstein,false,false,false,true,true,false,false,false,false,false,false,false,false
4649,Windward,false,true,true,true,false,false,true,false,false,false,false,false,false
4650,Sam Glyph: Private Eye!,false,true,true,true,true,false,false,false,false,false,false,false,false
4651,ShellShock Live,false,true,true,false,true,true,false,false,true,false,false,false,true
4652,Space Warp,false,true,true,false,false,false,false,false,false,false,false,true,false
4653,If My Heart Had Wings,false,false,false,true,true,false,false,true,false,false,false,false,false
4654,Chime Sharp,false,false,false,false,true,false,false,false,false,false,false,false,false
4655,Cinemaware Anthology: 1986-1991,false,false,true,false,false,true,false,true,false,false,true,false,false
4656,Club Manager 2015,false,false,false,false,false,true,false,true,false,false,true,false,false
4657,The Legend of Candlewind,false,true,false,false,false,false,true,false,false,false,false,false,false
4658,Warhammer Quest,false,false,false,false,false,true,true,false,false,false,false,false,false
4659,Instant Dungeon!,false,true,true,false,false,false,false,false,false,false,false,false,false
4660,Whisper of a Rose,false,true,false,true,false,false,true,false,false,false,false,false,false
4661,Heart&Slash,false,true,true,true,false,false,false,false,false,false,false,false,false
4662,Sword of Asumi,false,true,false,true,false,false,true,false,false,false,false,false,false
4663,Killing Floor - Toy Master,false,false,true,false,false,false,false,false,false,false,false,false,false
4664,Deep Eclipse,false,true,true,false,false,false,false,false,false,false,false,false,false
4665,Infinite Game Works Episode 1,false,true,false,false,false,false,false,true,true,false,false,false,false
4666,Motorama,false,false,true,false,false,false,false,false,false,false,false,true,false
4667,Worms W.M.D,false,false,true,false,false,true,false,false,false,false,false,false,false
4668,Feist,false,true,true,false,false,false,false,false,false,false,false,false,false
4669,Gloria Victis,false,true,true,false,false,false,true,false,true,false,false,false,true
4670,Out of Reach,false,true,true,true,false,false,false,true,true,false,false,false,true
4671,Tilt Brush,true,false,false,false,false,false,false,false,false,false,false,false,false
4672,Deadstone,false,true,true,false,false,true,true,false,false,false,false,false,false
4673,Cheesecake Cool Conrad,false,true,false,false,false,false,false,false,false,false,false,false,false
4674,Anna's Quest,false,true,false,true,false,false,false,false,false,false,false,false,false
4675,Life of Pixel,false,true,false,false,false,false,false,false,false,false,false,false,false
4676,The Marvellous Miss Take,false,true,true,false,true,false,false,false,false,false,false,false,false
4677,Brink of Consciousness: The Lonely Hearts Murders,false,false,false,false,true,false,false,false,false,false,false,false,false
4678,Pirates! Gold Plus (Classic),false,false,false,true,false,false,false,true,false,false,false,false,false
4679,Sid Meier's Covert Action (Classic),false,false,false,true,false,false,false,true,false,false,false,false,false
4680,Sid Meier's Colonization (Classic),false,false,false,true,false,false,false,true,false,false,false,false,false
4681,A Bird Story,false,true,false,true,false,false,true,false,false,false,false,false,false
4682,Hail to the King: Deathbat,false,true,true,true,true,false,true,false,false,false,false,false,false
4683,Ballads of Reemus: When the Bed Bites,false,true,false,true,true,false,false,false,false,false,false,false,false
4684,RTS Creator,true,false,false,false,false,false,false,false,false,false,false,false,false
4685,Zenzizenzic,false,true,true,false,false,false,false,false,false,false,false,false,false
4686,WASTED,false,true,true,false,false,false,true,false,false,false,false,false,false
4687,Traverser,false,true,true,true,false,false,false,false,false,false,false,false,false
4688,Near Death,false,true,true,true,false,false,false,false,false,false,false,false,false
4689,CaesarIA,false,true,false,false,false,true,false,false,true,true,false,false,false
4690,May’s Mysteries: The Secret of Dragonville,false,true,false,false,true,false,false,false,false,false,false,false,false
4691,Ironcast,false,true,false,false,false,true,true,false,false,false,false,false,false
4692,Grind Zones,false,true,true,true,true,false,true,false,false,false,false,false,false
4693,Tron 2.0,false,false,true,false,false,false,false,false,false,false,false,false,false
4694,Bacon Man: An Adventure,false,true,true,true,false,false,false,false,false,false,false,false,false
4695,Salt,false,true,true,true,false,false,true,false,true,false,false,false,false
4696,Sublevel Zero,false,true,true,false,false,false,false,false,false,false,false,false,false
4697,I am Bread,false,true,true,true,false,false,false,true,false,false,false,false,false
4698,7th Legion,false,false,true,true,false,true,false,false,false,false,false,false,false
4699,BloodNet,false,false,false,true,false,false,false,false,false,false,false,false,false
4700,Darklands,false,false,false,true,false,false,true,false,false,false,false,false,false
4701,DragonSphere,false,false,false,true,false,false,false,false,false,false,false,false,false
4702,Sword of the Samurai,false,false,false,true,false,false,false,true,false,false,false,false,false
4703,Journey of the King,false,true,false,true,false,false,true,false,true,false,false,false,false
4704,Dragon Fantasy: The Volumes of Westeria,false,false,false,false,false,false,true,false,false,false,false,false,false
4705,Dragon Fantasy: The Black Tome of Ice,false,false,false,false,false,false,true,false,false,false,false,false,false
4706,Tales Runner,false,false,true,true,true,false,false,false,false,true,false,true,false
4707,Reflex,false,true,true,false,false,false,false,false,true,false,false,false,false
4708,Retro-Pixel Castles,false,true,false,false,false,true,false,true,true,false,false,false,false
4709,Gunspell: Steam Edition,false,true,false,true,false,false,true,false,false,false,false,false,false
4710,Wild Season - Episode 1,false,true,false,false,false,false,true,true,false,false,false,false,false
4711,Leviathan: The Last Day of the Decade,false,true,false,true,false,false,false,false,false,false,false,false,false
4712,Logistics Company,false,false,false,false,false,false,false,true,false,false,false,false,false
4713,Rex Nebular and the Cosmic Gender Bender,false,false,false,true,false,false,false,false,false,false,false,false,false
4714,Deadlock - Planetary Conquest,false,false,false,false,false,true,false,false,false,false,false,false,false
4715,Deadlock II - Shrine Wars,false,false,false,false,false,true,false,false,false,false,false,false,false
4716,Redline,false,false,true,false,false,false,false,false,false,false,false,true,false
4717,Slave Zero,false,false,true,false,false,false,false,false,false,false,false,false,false
4718,Potatoman Seeks the Troof,false,true,false,false,false,false,false,false,false,false,false,false,false
4719,Monsters and Monocles,false,true,true,false,false,false,false,false,true,false,false,false,false
4720,Thieves' Gambit: Curse of the Black Cat,false,true,false,false,false,false,true,false,false,false,false,false,false
4721,Don't Knock Twice,false,true,true,true,false,false,false,false,false,false,false,false,false
4722,Frozen Synapse Prime,false,false,false,false,false,true,false,false,false,false,false,false,false
4723,Rock Zombie,false,true,true,true,false,false,false,false,false,false,false,false,false
4724,Knight of the Hamsters,false,true,true,false,false,false,false,false,false,false,false,false,false
4725,Deer Hunt Legends,false,false,true,false,false,false,false,false,false,false,true,false,false
4726,Crab Cakes Rescue,false,true,false,false,true,false,false,false,false,false,false,false,false
4727,One Last Day,false,true,true,true,false,false,false,false,true,false,false,false,false
4728,Letter Quest: Grimm's Journey,false,true,false,false,true,false,false,false,false,false,false,false,false
4729,Bit Odyssey,false,true,true,true,false,false,true,false,true,false,false,false,false
4730,SanctuaryRPG: Black Edition,false,true,true,true,true,true,true,false,false,false,false,false,false
4731,Vampires: Guide Them to Safety!,false,true,false,false,false,false,false,false,false,false,false,false,false
4732,Rugby Union Team Manager 2015,false,false,false,false,false,true,false,true,false,false,true,false,false
4733,Draft Day Sports Pro Basketball 4,false,false,false,false,false,false,false,true,false,false,false,false,false
4734,Space Legends: At the Edge of the Universe,false,false,false,true,true,false,false,false,false,false,false,false,false
4735,Fritz for Fun 13,false,false,false,false,true,true,false,false,false,false,false,false,false
4736,B-17 Flying Fortress: The Mighty 8th,false,false,false,false,false,false,false,true,false,false,false,false,false
4737,F-117A Nighthawk Stealth Fighter 2.0,false,false,false,false,false,false,false,true,false,false,false,false,false
4738,Fleet Defender: The F-14 Tomcat Simulation,false,false,false,false,false,false,false,true,false,false,false,false,false
4739,The Deer God,false,true,false,false,false,false,false,false,false,false,false,false,false
4740,Koya Rift,false,true,false,false,false,false,false,false,false,false,false,false,false
4741,Data Hacker: Corruption,false,true,false,true,false,false,true,true,false,false,false,false,false
4742,Battlegrounds of Eldhelm,false,true,false,false,false,false,true,false,false,true,false,false,false
4743,Dungeon Kingdom: Sign of the Moon,false,true,true,true,false,false,true,false,true,false,false,false,false
4744,Devil May Cry® 4 Special Edition,false,false,true,false,false,false,false,false,false,false,false,false,false
4745,Gems of War,false,false,true,true,true,true,true,false,false,true,false,false,false
4746,Reassembly,false,true,true,false,false,true,false,false,false,false,false,false,false
4747,Volo Airsport,false,true,true,false,false,false,false,true,true,false,true,false,false
4748,Astray,false,true,false,true,false,false,false,false,false,false,false,false,false
4749,The Weaponographist,false,true,true,false,false,false,true,false,false,false,false,false,false
4750,Avalon Lords: Dawn Rises,false,true,false,false,false,true,false,false,true,false,false,false,false
4751,Tile Miner,false,true,true,true,false,false,false,false,true,false,false,false,false
4752,QbQbQb,false,true,true,false,true,false,false,false,false,false,false,false,false
4753,Cloudphobia,false,true,true,false,false,false,false,false,false,false,false,false,false
4754,Stealth Inc 2,false,true,true,true,false,false,false,false,false,false,false,false,false
4755,State of Decay: Year-One,false,false,true,false,false,false,true,true,false,false,false,false,false
4756,Sonic Lost World,false,false,false,true,false,false,false,false,false,false,false,false,false
4757,JumpJet Rex,false,true,true,true,false,false,false,false,false,false,false,true,false
4758,Snow Light,false,true,true,true,false,false,false,false,false,false,false,false,false
4759,Phantom Breaker: Battle Grounds,false,false,true,false,false,false,false,false,false,false,false,false,false
4760,R.B.I. Baseball 15,false,false,false,false,false,false,false,true,false,false,true,false,false
4761,Across the Rhine,false,false,false,false,false,true,false,false,false,false,false,false,false
4762,Command HQ,false,false,false,false,false,true,false,false,false,false,false,false,false
4763,Eradicator,false,false,true,false,false,false,false,false,false,false,false,false,false
4764,NAM,false,false,true,false,false,false,false,false,false,false,false,false,false
4765,Silent Service 2,false,false,false,false,false,false,false,true,false,false,false,false,false
4766,Task Force 1942: Surface Naval Action in the South Pacific,false,false,false,false,false,false,false,true,false,false,false,false,false
4767,BasketBelle,false,true,false,true,false,false,false,false,false,false,true,false,false
4768,4089: Ghost Within,false,true,true,false,false,false,true,false,false,false,false,false,false
4769,Krosmaster Arena,false,false,false,false,false,true,false,false,false,true,false,false,false
4770,The Moon Sliver,false,false,false,true,false,false,false,false,false,false,false,false,false
4771,Catlateral Damage,false,true,true,false,true,false,false,true,false,false,false,false,false
4772,MyRPG Master,true,false,false,false,false,false,false,false,true,false,false,false,false
4773,The Slaughtering Grounds,false,true,true,true,true,true,true,true,false,false,false,false,true
4774,KeeperRL,false,false,false,false,false,true,true,false,true,false,false,false,false
4775,ASA: A Space Adventure - Remastered Edition,false,false,false,true,false,false,false,false,false,false,false,false,false
4776,Kingdoms CCG,false,false,false,false,false,true,false,false,false,true,false,false,false
4777,Children of Morta,false,true,true,true,false,false,true,false,false,false,false,false,false
4778,Movie Studio 13 Platinum - Steam Powered,true,false,false,false,false,false,false,false,false,false,false,false,false
4779,BossConstructor,false,true,true,false,false,false,true,true,true,false,false,false,false
4780,Wild Frontera,false,true,true,false,false,false,false,false,false,false,false,false,false
4781,MAGIX Fastcut,true,false,false,false,false,false,false,false,false,false,false,false,false
4782,Substance Designer 5,true,false,false,false,false,false,false,false,false,false,false,false,false
4783,Pix the Cat,false,true,true,false,false,false,false,false,false,false,false,false,false
4784,Asteroids: Outpost,false,false,false,false,false,false,false,true,true,false,false,false,true
4785,Warlocks vs Shadows,false,true,true,false,false,false,true,false,false,false,false,false,false
4786,Robotex,false,true,true,true,true,false,false,false,false,false,false,false,false
4787,Reload,false,false,true,false,true,false,false,true,false,false,false,false,false
4788,Grandia II Anniversary Edition,false,false,false,false,false,false,true,false,false,false,false,false,false
4789,The Interactive Adventures of Dog Mendonça and Pizzaboy,false,false,false,true,false,false,false,false,false,false,false,false,false
4790,Runes of Brennos,false,true,true,false,true,false,false,false,false,false,false,false,false
4791,Celestial Command,false,true,true,true,false,true,true,true,true,false,false,false,false
4792,Over The Void,false,true,false,false,false,false,false,false,false,false,false,false,false
4793,planktOs,false,false,false,false,true,false,false,false,false,false,false,false,false
