"Genre","name"
"Strategy","Toy Soldiers"
"Strategy","Demolition, Inc."
"Strategy","Alien Hallway"
"Strategy","NightSky"
"Strategy","Puzzle Pirates"
"Strategy","Vertex Dispenser"
"Strategy","Orcs Must Die!"
"Strategy","iBomber Defense"
"Strategy","Inside a Star-filled Sky"
"Strategy","BEEP"
"Strategy","Super Monday Night Combat"
"Strategy","Age of Empires® III: Complete Collection"
"Strategy","Space Pirates and Zombies"
"Strategy","Arma 3"
"Strategy","Ticket to Ride"
"Strategy","Memoir '44 Online"
"Strategy","Vessel"
"Strategy","Achron"
"Strategy","L.A. Noire"
"Strategy","Guardians of Middle-earth"
"Strategy","Monaco"
"Strategy","Iron Brigade"
"Strategy","Cossacks II: Napoleonic Wars"
"Strategy","American Conquest"
"Strategy","American Conquest - Fight Back"
"Strategy","Quantum Conundrum"
"Strategy","Naval War: Arctic Circle"
"Strategy","Puzzler World 2"
"Strategy","Battle Chess: Game of Kings™"
"Strategy","Worms Revolution"
"Strategy","A Game of Dwarves"
"Strategy","Oil Rush"
"Strategy","XCOM: Enemy Unknown"
"Strategy","DUNGEONS - The Dark Lord (Steam Special Edition)"
"Strategy","Gettysburg: Armored Warfare"
"Strategy","Disciples III: Resurrection"
"Strategy","Geneforge 1"
"Strategy","Geneforge 2"
"Strategy","Geneforge 3"
"Strategy","Geneforge 4"
"Strategy","Geneforge 5"
"Strategy","Galcon Legends"
"Strategy","Revelations 2012"
"Strategy","Pox Nora"
"Strategy","Total War: SHOGUN 2"
"Strategy","Total War: SHOGUN 2 - Fall of the Samurai"
"Strategy","Sins of a Solar Empire: Trinity"
"Strategy","Airline Tycoon 2"
"Strategy","Orcs Must Die! 2"
"Strategy","Impire"
"Strategy","Galactic Civilizations II: Ultimate Edition"
"Strategy","Leviathan: Warships"
"Strategy","Hegemony Gold: Wars of Ancient Greece"
"Strategy","Demigod"
"Strategy","Real Warfare 2: Northern Crusades"
"Strategy","King's Bounty: Warriors of the North"
"Strategy","Warlock - Master of the Arcane"
"Strategy","Crusader Kings II"
"Strategy","Waveform"
"Strategy","The Bridge"
"Strategy","Awesomenauts"
"Strategy","Infested Planet"
"Strategy","Confrontation"
"Strategy","Babel Rising"
"Strategy","Men of War: Condemned Heroes"
"Strategy","Sins of a Solar Empire: Rebellion"
"Strategy","Crusader Kings Complete"
"Strategy","Gratuitous Tank Battles"
"Strategy","Port Royale 3"
"Strategy","Jagged Alliance: Crossfire"
"Strategy","Chronicle: RuneScape Legends"
"Strategy","Warlock 2: the Exiled"
"Strategy","Gunpoint"
"Strategy","Crazy Machines Elements"
"Strategy","AirMech"
"Strategy","iBomber Defense Pacific"
"Strategy","Stellar Impact"
"Strategy","Cubemen"
"Strategy","A Virus Named TOM"
"Strategy","Bumbledore"
"Strategy","Arena Wars 2"
"Strategy","Endless Space"
"Strategy","Avernum: Escape From the Pit"
"Strategy","Tryst"
"Strategy","Omerta - City of Gangsters"
"Strategy","Hero Academy"
"Strategy","Dungeonbowl Knockout Edition"
"Strategy","Cortex Command"
"Strategy","Fieldrunners"
"Strategy","Highborn"
"Strategy","Triple Town"
"Strategy","Spirits"
"Strategy","Fray"
"Strategy","Sanctum 2"
"Strategy","Check vs. Mate"
"Strategy","Conquest of Elysium 3"
"Strategy","Galaxy on Fire 2™ Full HD"
"Strategy","Atlantica Online"
"Strategy","FTL: Faster Than Light"
"Strategy","Dwarfs F2P"
"Strategy","Magic 2014"
"Strategy","Rigonauts"
"Strategy","Galactic Civilizations I: Ultimate Edition"
"Strategy","Tower Wars"
"Strategy","Eets Munchies"
"Strategy","Space Rangers HD: A War Apart"
"Strategy","The Basement Collection"
"Strategy","Total War: ROME II - Emperor Edition"
"Strategy","WAKFU"
"Strategy","Primal Carnage"
