"Genre","name"
"RPG","Gorky 17"
"RPG","Septerra Core"
"RPG","Enclave"
"RPG","KnightShift"
"RPG","FortressCraft Evolved"
"RPG","Dofus"
"RPG","Aquanox Deep Descent"
"RPG","Silent Storm"
"RPG","Echo Prime"
"RPG","Entropy"
"RPG","Jagged Alliance Flashback"
"RPG","Shadows: Heretic Kingdoms"
"RPG","Child of Light"
"RPG","Cosmic Star Heroine"
"RPG","Baldur's Gate II: Enhanced Edition"
"RPG","Hyper Light Drifter"
"RPG","Eschalon: Book 3"
"RPG","Frozen Hearth"
"RPG","Loren The Amazon Princess"
"RPG","Ring Runner: Flight of the Sages"
"RPG","Earthlock: Festival of Magic"
"RPG","99 Spirits"
"RPG","Deus Ex: The Fall"
"RPG","Talisman: Prologue"
"RPG","Blood Knights"
"RPG","Citizens of Earth"
"RPG","Gauntlet™"
"RPG","Dead Pixels II"
"RPG","Dragon's Prophet (EU)"
"RPG","Wasteland 1 - The Original Classic"
"RPG","Sneaky Sneaky"
"RPG","Zigfrak"
"RPG","Hero of the Kingdom"
"RPG","3079 -- Block Action RPG"
"RPG","Tales of Maj'Eyal"
"RPG","Two Brothers"
"RPG","Agarest Zero"
"RPG","Steam Bandits: Outpost"
"RPG","Borderlands: The Pre-Sequel"
"RPG","Holy Avatar vs. Maidens of the Dead"
"RPG","Lichdom: Battlemage"
"RPG","The Real Texas"
"RPG","Darkest Dungeon"
"RPG","Dungeons 2"
"RPG","Tsukumogami"
"RPG","Rollers of the Realm"
"RPG","Our Darker Purpose"
"RPG","Crimsonland"
"RPG","Castle In The Darkness"
"RPG","Pixel Boy and the Ever Expanding Dungeon"
"RPG","Postmortem: one must die (Extended Cut)"
"RPG","Signs of Life"
"RPG","Saturday Morning RPG"
"RPG","3089 -- Futuristic Action RPG"
"RPG","Driftmoon"
"RPG","Dragons and Titans"
"RPG","Villagers and Heroes"
"RPG","Paper Sorcerer"
"RPG","FootLOL: Epic Fail League"
"RPG","EvilQuest"
"RPG","Zombie Grinder"
"RPG","Pixel Piracy"
"RPG","WazHack"
"RPG","CONSORTIUM"
"RPG","Guns'N'Zombies"
"RPG","La Tale"
"RPG","Quest for Infamy"
"RPG","Coin Crypt"
"RPG","FORCED SHOWDOWN"
"RPG","Lords Of The Fallen"
"RPG","The Red Solstice"
"RPG","Epic Battle Fantasy 4"
"RPG","Alpha Kimori™ Episode One"
"RPG","Worlds of Magic"
"RPG","Rogue's Tale"
"RPG","City of Steam: Arkadia"
"RPG","Starlite: Astronaut Rescue"
"RPG","Breach & Clear"
"RPG","Windforge"
"RPG","Astral Terra"
"RPG","One Way Heroics"
"RPG","Last Dream"
"RPG","Conquest of Champions"
"RPG","Lili: Child of Geos"
"RPG","Hand of Fate"
"RPG","Line Of Defense Tactics - Tactical Advantage"
"RPG","Realms of Arkania 1 - Blade of Destiny Classic"
"RPG","Shadowrun Chronicles - Boston Lockdown"
"RPG","High Strangeness"
"RPG","Aura Kingdom"
"RPG","From The Depths"
"RPG","The Memory of Eldurim"
"RPG","Magicite"
"RPG","Malevolence: The Sword of Ahkranox"
"RPG","You Are Not The Hero"
"RPG","Science Girls"
"RPG","The Yawhg"
"RPG","Super Motherload"
"RPG","Hero Siege"
"RPG","Infectonator : Survivors"
"RPG","Reaper - Tale of a Pale Swordsman"
"RPG","Bardbarian"
"RPG","Claustrophobia: The Downward Struggle"
"RPG","Dex"
"RPG","RymdResa"
"RPG","Secrets of Grindea"
"RPG","Quest of Dungeons"
"RPG","The Girl and the Robot"
"RPG","Block Story"
"RPG","Depression Quest"
"RPG","Frozen State"
"RPG","Cypress Inheritance: The Beginning"
"RPG","The Forest of Doom"
"RPG","Realms of Arkania 2 - Star Trail Classic"
"RPG","Realms of Arkania 3 - Shadows over Riva Classic"
"RPG","Etherlords II"
"RPG","Dungeon Lords Steam Edition"
"RPG","Hero and Daughter+"
"RPG","Dreamscape"
"RPG","Aveyond 3-1: Lord of Twilight"
"RPG","Torment: Tides of Numenera"
"RPG","The Incredible Adventures of Van Helsing II"
"RPG","Always Sometimes Monsters"
"RPG","Drox Operative"
"RPG","Darkwood"
"RPG","Revolution Ace"
"RPG","Tech Executive Tycoon"
"RPG","Costume Quest 2"
"RPG","Summoner"
"RPG","Mordheim: City of the Damned"
"RPG","FATE: Undiscovered Realms"
"RPG","The Book of Legends"
"RPG","Kult: Heretic Kingdoms"
"RPG","Diehard Dungeon"
"RPG","Mars Colony: Challenger"
"RPG","TUG"
"RPG","Deadbreed®"
"RPG","Skyborn"
"RPG","Aveyond 3-2: Gates of Night"
"RPG","3 Stars of Destiny"
"RPG","Heroes of Legionwood"
"RPG","TinyKeep"
"RPG","9th Dawn II"
"RPG","Joe Dever's Lone Wolf HD Remastered"
"RPG","The I of the Dragon"
"RPG","Bridge Constructor Playground"
"RPG","A Wizard's Lizard"
"RPG","Millennium - A New Hope"
"RPG","Adventurer Manager"
"RPG","Interstellaria"
"RPG","Crea"
"RPG","BloodLust Shadowhunter"
"RPG","Dark Shadows - Army of Evil"
"RPG","Creativerse"
"RPG","Clans"
"RPG","The Banner Saga 2"
"RPG","Fearless Fantasy"
"RPG","Masterspace"
"RPG","Hyperdimension Neptunia Re;Birth1"
"RPG","Paper Dungeons"
"RPG","Lucent Heart"
"RPG","Super Chibi Knight"
"RPG","Colonies Online"
"RPG","Jagged Alliance Gold"
"RPG","Soulbringer"
"RPG","Salt and Sanctuary"
"RPG","Heroine's Quest: The Herald of Ragnarok"
"RPG","Majestic Nights"
"RPG","Purgatory: War of the Damned"
"RPG","Deadly Sin 2"
"RPG","Hard Truck Apocalypse / Ex Machina"
"RPG","QuestRun"
"RPG","Tabletop Simulator"
"RPG","ReignMaker"
"RPG","Pier Solar and the Great Architects"
"RPG","Dog Sled Saga"
"RPG","Crouching Pony Hidden Dragon"
"RPG","Mortal Online"
"RPG","Dungeonmans"
"RPG","Fable Anniversary"
"RPG","Realms of Arkania: Star Trail"
"RPG","Ampu-Tea"
"RPG","Endless Legend"
"RPG","A.I.M.2 Clan Wars"
"RPG","Ascension to the Throne"
"RPG","BorderZone"
"RPG","Konung 2"
"RPG","Konung 3: Ties of the Dynasty"
"RPG","Planet Alcatraz"
"RPG","King's Bounty: Dark Side"
"RPG","Marauder"
"RPG","Requiem"
"RPG","7,62 High Calibre"
"RPG","Life is Feudal: Your Own"
"RPG","Echo of Soul"
"RPG","Rebel Galaxy"
"RPG","Armello"
"RPG","Falling Skies: The Game"
"RPG","Legionwood 2: Rise of the Eternal's Realm"
"RPG","Time Ramesside (A New Reckoning)"
"RPG","You Must Build A Boat"
"RPG","The Hat Man: Shadow Ward"
"RPG","Planet Stronghold"
"RPG","Heroes of Steel RPG"
"RPG","Smugglers 5"
"RPG","Pillars of Eternity"
"RPG","The Feud"
"RPG","Pit People"
"RPG","Elminage Gothic"
"RPG","The Witcher 3: Wild Hunt"
"RPG","FINAL FANTASY XIII"
"RPG","FINAL FANTASY XIII-2"
"RPG","DarkEnd"
"RPG","Unrest"
"RPG","AntharioN"
"RPG","Card Hunter"
"RPG","Elliot Quest"
"RPG","I Shall Remain"
"RPG","FRONTIERS"
"RPG","Amazing World"
"RPG","Guns and Robots"
"RPG","Cinders"
"RPG","Crawl"
"RPG","Dark Scavenger"
"RPG","Spirited Heart Deluxe"
"RPG","Merchants of Kaidan"
"RPG","Loot Hero DX"
"RPG","Warhammer 40,000: Carnage Champions"
"RPG","Crowntakers"
"RPG","Valkyria Chronicles™"
"RPG","Royal Quest"
"RPG","Hero Generations"
"RPG","Darkwind: War on Wheels"
"RPG","Vlad the Impaler"
"RPG","The Dungeoning"
"RPG","NeonXSZ"
"RPG","Battlepaths"
"RPG","Coldfire Keep"
"RPG","Lords of Xulima"
"RPG","Ascendant"
"RPG","Renowned Explorers: International Society"
"RPG","Heroes of Might & Magic III - HD Edition"
"RPG","Famaze"
"RPG","Xsyon - Prelude"
"RPG","Landmark"
"RPG","Eldevin"
"RPG","The Desolate Hope"
"RPG","UFO Online"
"RPG","Millennium 2 - Take Me Higher"
"RPG","Millennium 3 - Cry Wolf"
"RPG","Millennium 4 - Beyond Sunset"
"RPG","Millennium 5 - The Battle of the Millennium"
"RPG","Adventure Time: The Secret Of The Nameless Kingdom"
"RPG","Heroes Rise: The Prodigy"
"RPG","Dragon Fin Soup"
"RPG","Miscreated"
"RPG","Noir Syndrome"
"RPG","Divine Souls"
"RPG","Victim of Xen"
"RPG","Road Redemption"
"RPG","Sweet Lily Dreams"
"RPG","Shadowrun: Dragonfall - Director's Cut"
"RPG","Fiesta Online NA"
"RPG","Legends of Persia"
"RPG","Robocraft"
"RPG","Dungeon Defenders Eternity"
"RPG","Dungeon of Elements"
"RPG","Battle Mages"
"RPG","Dangerous"
"RPG","Divinia Chronicles: Relics of Gan-Ti"
"RPG","Dysan the Shapeshifter"
"RPG","FATE: The Traitor Soul"
"RPG","FATE: The Cursed King"
"RPG","Faery - Legends of Avalon"
"RPG","ArcheAge"
"RPG","Trove"
"RPG","Heroes Rise: The Hero Project"
"RPG","Sunless Sea"
"RPG","Castaway Paradise"
"RPG","FranknJohn"
"RPG","Trapped Dead: Lockdown"
"RPG","Shattered Planet"
"RPG","Heroes of Issachar"
"RPG","Pitiri 1977"
"RPG","Shallow Space"
"RPG","Dragon: The Game"
"RPG","The Elder Scrolls Online: Tamriel Unlimited"
"RPG","Runers"
"RPG","Heroes & Legends: Conquerors of Kolhar"
"RPG","Northmark: Hour of the Wolf"
"RPG","Memories of a Vagabond"
"RPG","Will Fight for Food: Super Actual Sellout: Game of the Hour"
"RPG","Velvet Sundown"
"RPG","Chainsaw Warrior: Lords of the Night"
"RPG","Stick RPG 2"
"RPG","Hard West"
"RPG","Meridian4 Daily Deal"
"RPG","Ziggurat"
"RPG","Minimon"
"RPG","Knights of Pen and Paper 2"
"RPG","NS2: Combat"
"RPG","Steel & Steam: Episode 1"
"RPG","Deathtrap"
"RPG","Breach & Clear: Deadline"
"RPG","Battle Mages: Sign of Darkness"
"RPG","The Guild 3"
"RPG","SpellForce 3"
"RPG","BloodRealm: Battlegrounds"
"RPG","Sproggiwood"
"RPG","Black Ice"
"RPG","Data Hacker: Initiation"
"RPG","Super Trench Attack!"
"RPG","Chasm"
"RPG","Tales of Adventure 2"
"RPG","Siege of Inaolia"
"RPG","Heroes Rise: HeroFall"
"RPG","Ys VI: The Ark of Napishtim"
"RPG","Xanadu Next"
"RPG","Rime Berta"
"RPG","FINAL FANTASY IV"
"RPG","Agarest: Generations of War 2"
"RPG","Fahrenheit: Indigo Prophecy Remastered"
"RPG","Soul Gambler"
"RPG","Mountain"
"RPG","Boot Hill Heroes"
"RPG","Sunrider: Mask of Arcadius"
"RPG","Legend of Kay Anniversary"
"RPG","Frayed Knights: The Skull of S'makh-Daon"
"RPG","RPG Tycoon"
"RPG","Lantern Forge"
"RPG","Rampage Knights"
"RPG","Saviors"
"RPG","Heroes of a Broken Land"
"RPG","Kyn"
"RPG","Forsaken Uprising"
"RPG","Blackguards 2"
"RPG","Skilltree Saga"
"RPG","All Guns On Deck"
"RPG","Dig or Die"
"RPG","Spellcrafter"
"RPG","Catacomb Kids"
"RPG","Celestian Tales: Old North"
"RPG","Bravada"
"RPG","Wave of Darkness"
"RPG","sZone-Online"
"RPG","Biglands: A Game Made By Kids"
"RPG","The Sacred Tears TRUE"
