id,name,platformwindows,platformlinux,platformmac
4704,Dragon Fantasy: The Volumes of Westeria,true,true,true
4705,Dragon Fantasy: The Black Tome of Ice,true,true,true
4706,Tales Runner,true,false,false
4707,Reflex,true,false,false
4708,Retro-Pixel Castles,true,true,true
4709,Gunspell: Steam Edition,true,true,true
4710,Wild Season - Episode 1,true,true,true
4711,Leviathan: The Last Day of the Decade,true,true,true
4712,Logistics Company,true,false,false
4713,Rex Nebular and the Cosmic Gender Bender,true,true,true
4714,Deadlock - Planetary Conquest,true,false,false
4715,Deadlock II - Shrine Wars,true,false,false
4716,Redline,true,false,false
4717,Slave Zero,true,false,false
4718,Potatoman Seeks the Troof,true,false,true
4719,Monsters and Monocles,true,true,true
4720,Thieves' Gambit: Curse of the Black Cat,true,true,true
4721,Don't Knock Twice,true,false,false
4722,Frozen Synapse Prime,true,false,false
4723,Rock Zombie,true,false,false
4724,Knight of the Hamsters,true,false,false
4725,Deer Hunt Legends,true,false,false
4726,Crab Cakes Rescue,true,false,true
4727,One Last Day,true,false,true
4728,Letter Quest: Grimm's Journey,true,false,true
4729,Bit Odyssey,true,false,false
4730,SanctuaryRPG: Black Edition,true,false,false
4731,Vampires: Guide Them to Safety!,true,false,true
4732,Rugby Union Team Manager 2015,true,false,false
4733,Draft Day Sports Pro Basketball 4,true,false,false
4734,Space Legends: At the Edge of the Universe,true,false,true
4735,Fritz for Fun 13,true,false,false
4736,B-17 Flying Fortress: The Mighty 8th,true,false,false
4737,F-117A Nighthawk Stealth Fighter 2.0,true,true,false
4738,Fleet Defender: The F-14 Tomcat Simulation,true,true,false
4739,The Deer God,true,true,true
4740,Koya Rift,true,false,false
4741,Data Hacker: Corruption,true,false,false
4742,Battlegrounds of Eldhelm,true,false,true
4743,Dungeon Kingdom: Sign of the Moon,true,true,true
4744,Devil May Cry® 4 Special Edition,true,false,false
4745,Gems of War,true,false,false
4746,Reassembly,true,true,true
4747,Volo Airsport,true,true,true
4748,Astray,true,false,false
4749,The Weaponographist,true,false,true
4750,Avalon Lords: Dawn Rises,true,true,true
4751,Tile Miner,true,false,true
4752,QbQbQb,true,true,true
4753,Cloudphobia,true,false,false
4754,Stealth Inc 2,true,false,false
4755,State of Decay: Year-One,true,false,false
4756,Sonic Lost World,true,false,false
4757,JumpJet Rex,true,true,true
4758,Snow Light,true,true,false
4759,Phantom Breaker: Battle Grounds,true,false,false
4760,R.B.I. Baseball 15,true,false,true
4761,Across the Rhine,true,true,true
4762,Command HQ,true,true,true
4763,Eradicator,true,true,true
4764,NAM,true,true,true
4765,Silent Service 2,true,true,true
4766,Task Force 1942: Surface Naval Action in the South Pacific,true,true,true
4767,BasketBelle,true,false,false
4768,4089: Ghost Within,true,true,true
4769,Krosmaster Arena,true,true,false
4770,The Moon Sliver,true,false,false
4771,Catlateral Damage,true,true,true
4772,MyRPG Master,true,false,false
4773,The Slaughtering Grounds,true,false,false
4774,KeeperRL,true,true,true
4775,ASA: A Space Adventure - Remastered Edition,true,false,false
4776,Kingdoms CCG,true,false,false
4777,Children of Morta,true,true,true
4778,Movie Studio 13 Platinum - Steam Powered,true,false,false
4779,BossConstructor,true,true,true
4780,Wild Frontera,true,true,true
4781,MAGIX Fastcut,true,false,false
4782,Substance Designer 5,true,true,true
4783,Pix the Cat,true,true,true
4784,Asteroids: Outpost,true,false,false
4785,Warlocks vs Shadows,true,true,true
4786,Robotex,true,true,true
4787,Reload,true,false,false
4788,Grandia II Anniversary Edition,true,false,false
4789,The Interactive Adventures of Dog Mendonça and Pizzaboy,true,true,true
4790,Runes of Brennos,true,false,true
4791,Celestial Command,true,true,true
4792,Over The Void,true,false,false
4793,planktOs,true,false,false
4794,Tail Drift,true,false,false
4795,Noct,true,true,true
4796,Shark Attack Deathmatch 2,true,false,false
4797,Independence War Deluxe Edition,true,false,false
4798,It's A Wipe!,true,false,false
4799,Luna's Wandering Stars,true,false,true
4800,DiscStorm,true,true,true
4801,Solar Struggle,true,false,false
4802,Flashpoint Campaigns: Red Storm,true,false,false
4803,Running Shadow,true,false,false
4804,Radial-G : Racing Revolved,true,false,false
4805,Read Only Memories,true,true,true
4806,Tales from the Borderlands,true,false,true
4807,Game of Thrones - A Telltale Games Series,true,false,true
4808,Redemption,true,false,false
4809,Demon Hunter: Chronicles from Beyond,true,true,true
4810,Passing Pineview Forest,true,false,false
4811,Cars,true,false,false
4812,Master Spy,true,false,true
4813,Grass Simulator,true,true,true
4814,"Bolt Riley, A Reggae Adventure - Chapter 1",true,true,true
4815,Thief Town,true,true,true
4816,Miko Gakkou: Second Year,true,false,false
4817,Tulpa,true,true,true
4818,Heavy Metal Machines,true,false,false
4819,Winged Sakura: Mindy's Arc,true,true,true
4820,Luna: Shattered Hearts: Episode 1,true,false,false
4821,bit Dungeon II,true,false,true
4822,Finding Nemo,true,false,false
4823,Rooms: The Unsolvable Puzzle,true,true,true
4824,Everlasting Summer,true,true,true
4825,Pinstripe,true,true,true
4826,Executive Assault,true,false,false
4827,Amphora,true,false,true
4828,Wimp: Who Stole My Pants?,true,false,false
4829,ULTRAWORLD EXODUS,true,false,false
4830,ONE PIECE PIRATE WARRIORS 3,true,false,false
4831,Movie Studio Boss: The Sequel,true,false,true
4832,Carmageddon TDR 2000,true,false,false
4833,Prehistorik,true,false,true
4834,The Jackbox Party Pack,true,false,true
4835,Why So Evil,true,false,false
4836,Survivor Squad: Gauntlets,true,true,true
4837,WALL E,true,false,false
4838,Supreme League of Patriots Issue 1: A Patriot Is Born,true,true,true
4839,Data Hacker: Reboot,true,false,false
4840,AER,true,false,false
4841,Truck Mechanic Simulator 2015,true,false,false
4842,Beach Resort Simulator,true,false,false
4843,Airline Tycoon Deluxe,true,true,true
4844,Treasure Planet Battle at Procyon,true,false,false
4845,Last Inua,true,false,true
4846,School of Dragons: How to Train Your Dragon,true,false,true
4847,LEVEL UP!,true,false,false
4848,Axiom Verge,true,true,true
4849,The Next Penelope,true,false,true
4850,Cars Mater-National,true,false,false
4851,LEGO® Worlds,true,false,false
4852,PixelJunk™ Shooter Ultimate,true,false,false
4853,Spriter Pro,true,true,true
4854,Miko Gakkou Monogatari: Kaede Episode,true,false,false
4855,Asguaard,true,false,false
4856,Undefeated,true,false,false
4857,Girlfriend Rescue,true,false,false
4858,Moonchild,true,false,false
4859,Phoenix Force,true,false,false
4860,Battle Fleet 2,true,false,true
4861,GRAV,true,false,false
4862,Shutshimi,true,true,true
4863,We Slay Monsters,true,false,true
4864,Amazing Frog?,true,true,true
4865,Mimpi,true,false,true
4866,Mystik Belle,true,true,true
4867,PONCHO,true,true,true
4868,The Guilt and the Shadow,true,false,true
4869,The Exiled,true,true,true
4870,1Quest,true,false,false
4871,Barbarian Brawl,true,false,false
4872,Friendship Club,true,true,true
4873,National Zombie Park,true,false,false
4874,Darkness Assault,true,false,false
4875,Five Nights at Freddy's 2,true,false,false
4876,Midnight Mysteries: Witches of Abraham - Collector's Edition,true,false,false
4877,Prelogate,true,true,false
4878,Don't Shoot Yourself!,true,false,true
4879,Storm United,true,true,true
4880,Demesne,true,false,false
4881,Inside The Gear,true,false,false
4882,Do Not Fall,true,false,false
4883,Kaiju-A-GoGo,true,false,false
4884,Cherry Tree High I! My! Girls!,true,false,false
4885,Forward to the Sky,true,true,true
4886,Marvin's Mittens,true,false,false
4887,Mos Speedrun 2,true,true,true
4888,ADOM (Ancient Domains Of Mystery),true,true,true
4889,Song of the Myrne: What Lies Beneath,true,true,true
4890,Star Rangers,true,true,true
4891,Cults and Daggers,true,false,true
4892,SilverQuest: Gaiden,true,false,false
4893,Tales of Aravorn: Seasons Of The Wolf,true,true,true
4894,Cossacks 3,true,false,false
4895,Sinking Island,true,false,false
4896,Replay - VHS is not dead,true,false,true
4897,Isbarah,true,true,true
4898,Neocolonialism,true,true,true
4899,"Slow Down, Bull",true,true,true
4900,NEKOPARA Vol. 1,true,false,false
4901,Caves of Qud,true,true,true
4902,Pahelika: Revelations HD,true,false,false
4903,Towers of Altrac,true,false,true
4904,Epanalepsis,true,true,true
4905,Dark Gates,true,true,false
4906,The Falling Sun,true,false,false
4907,Vintage Year,true,false,false
4908,Franchise Hockey Manager 2,true,false,true
4909,Feel-A-Maze,true,false,false
4910,Braveland Wizard,true,true,true
4911,Dirty Bomb,true,false,false
4912,Medieval Engineers,true,false,false
4913,A Druid's Duel,true,true,true
4914,AKIBA'S TRIP: Undead & Undressed,true,false,false
4915,Epic Arena,true,false,false
4916,Down To One,true,false,false
4917,Hektor,true,false,true
4918,Extreme Exorcism,true,false,true
4919,Armikrog,true,true,true
4920,Roche Fusion,true,false,false
4921,Insanity's Blade,true,false,false
4922,Fortified,true,false,false
4923,Town of Salem,true,false,true
4924,Icebound,true,true,true
4925,Star Traders: 4X Empires,true,true,true
4926,Lost Sea,true,true,true
4927,Gates of Horizon,true,true,true
4928,Fake Colours,true,true,true
4929,Don't Move,true,true,true
4930,Jump,true,false,false
4931,Out There: Ω Edition,true,true,true
4932,Adventures of Robinson Crusoe,true,false,false
4933,Robinson Crusoe and the Cursed Pirates,true,false,false
4934,The Fool,true,false,false
4935,Square Heroes,true,true,true
4936,Soccertron,true,true,true
4937,Moving Hazard,true,false,false
4938,Squirreltopia,true,false,false
4939,Ilamentia,true,false,false
4940,Entropy Rising,true,false,false
4941,Drive to Hell,true,true,true
4942,1931: Scheherazade at the Library of Pergamum,true,false,false
4943,Cell HD: emergence,true,false,false
4944,Into Blue Valley,true,false,false
4945,Tormentum - Dark Sorrow,true,false,true
4946,Steam and Metal,true,false,false
4947,World Of Leaders,true,false,false
4948,VRC PRO,true,false,false
4949,Biology Battle,true,false,false
4950,Goscurry,true,true,true
4951,Dwarf Tower,true,false,true
4952,Serpent in the Staglands,true,true,true
4953,Magic Barrage - Bitferno,true,false,false
4954,200% Mixed Juice!,true,false,false
4955,ManaCollect,true,false,false
4956,Rift's Cave,true,true,true
4957,But to Paint a Universe,true,false,false
4958,Transformice,true,false,true
4959,DARK SOULS™ II: Scholar of the First Sin,true,false,false
4960,Eisenbahn X,true,false,false
4961,Bet On Soldier,true,false,false
4962,Brick-Force,true,false,false
4963,ルナティックドーン 前途への道標,true,false,false
4964,Grimoire: Manastorm,true,false,false
4965,Dungeon Shooter 2,true,false,false
4966,Curse of the Assassin,true,true,true
4967,An Assassin in Orlandes,true,true,true
4968,Cubicity,true,false,false
4969,Light Bound,true,false,true
4970,Back To Life 3,true,false,false
4971,CAFE 0 ~The Drowned Mermaid~,true,true,true
4972,LISA,true,true,true
4973,dUpLicity ~Beyond the Lies~,true,true,true
4974,I am weapon: Revival,true,false,false
4975,Escape From Darkmoor Manor,true,false,false
4976,Tkl Online,true,false,false
4977,Words for Evil,true,false,true
4978,Dream Of Mirror Online,true,false,false
4979,Distant Star: Revenant Fleet,true,false,false
4980,Goats on a Bridge,true,false,false
4981,After Reset RPG,true,true,true
4982,Nanofights,true,false,false
4983,Angels of Fasaria: Version 2.0,true,false,false
4984,Ephemerid: A Musical Adventure,true,false,false
4985,Atavism 2 On Premises,true,true,true
4986,Mech Marines: Steel March,true,false,false
4987,Insecters War,true,false,false
4988,MXGP - The Official Motocross Videogame Compact,true,false,false
4989,Pahelika: Secret Legends,true,false,false
4990,Race.a.bit,true,true,true
4991,Combat Monsters,true,false,false
4992,Raptor: Call of The Shadows - 2015 Edition,true,false,false
4993,Vietnam ‘65,true,false,false
4994,Sky Mercenaries,true,true,false
4995,Rooster Teeth vs. Zombiens,true,false,true
4996,Bloody Streets,true,false,false
4997,Shardlight,true,false,false
4998,Virtual Pool 4,true,false,false
4999,Monsters!,true,true,true
5000,Starlaxis Supernova Edition,true,false,false
5001,Just Death,true,false,false
5002,ORBITOR,true,false,false
5003,Way to Go!,true,false,true
5004,Typoman: Revised,true,false,true
5005,Monster Jam,true,false,false
5006,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,true,false,false
5007,Hearthlands,true,true,true
5008,Catmouth Island,true,true,true
5009,Bloodsports.TV,true,false,false
5010,Super Cane Magic ZERO,true,true,true
5011,Anno Online,true,false,true
5012,Might & Magic Heroes Online,true,true,true
5013,PD Howler 9.6,true,false,false
5014,Outcast 1.1,true,false,false
5015,Crash And Burn Racing,true,false,false
5016,HIT,true,false,false
5017,TREBUCHET,true,false,true
5018,Elastrix,true,true,true
5019,Supreme League of Patriots Issue 2: Patriot Frames,true,true,true
5020,Supreme League of Patriots Issue 3: Ice Cold in Ellis,true,true,true
5021,Pilot Brothers,true,false,false
5022,Pilot Brothers 2,true,false,false
5023,Pilot Brothers 3: Back Side of the Earth,true,false,false
5024,KWAAN,true,true,true
5025,Color Guardians,true,false,true
5026,Redux: Dark Matters,true,false,false
5027,Deus Ex: Mankind Divided™,true,false,false
5028,Deadnaut,true,true,true
5029,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",true,false,false
5030,Bard to the Future,true,true,true
5031,Bosch's Damnation,true,false,true
5032,Sentinels of the Multiverse,true,true,true
5033,Velocity 2X,true,false,false
5034,Royal Bounty HD,true,false,true
5035,Guild Commander,true,false,false
5036,Ostrich Island,true,true,true
5037,Planetship,true,true,true
5038,Paint the Town Red,true,true,true
5039,Finding Paradise,true,true,true
5040,Flywrench,true,false,true
5041,Dead Island Retro Revenge,true,false,false
5042,Karos,true,false,false
5043,Final Dusk,true,false,false
5044,Dream Tale,true,false,false
5045,Zombie Vikings,true,false,false
5046,Four Sided Fantasy,true,false,true
5047,Bermuda,true,true,true
5048,Soft Body,true,false,false
5049,Default Dan,true,false,false
5050,Star Hammer: The Vanguard Prophecy,true,false,true
5051,SCS deORBIT,true,true,false
5052,The Sea Will Claim Everything,true,false,false
5053,Battletank LOBA,true,false,false
5054,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,true,false,false
5055,The Mims Beginning,true,true,true
5056,Avernum 2: Crystal Souls,true,false,true
5057,One Late Night: Deadline,true,false,false
5058,Nameless ~The one thing you must recall~,true,false,true
5059,X-note,true,false,false
5060,The SKIES,true,false,false
5061,ClusterPuck 99,true,true,true
5062,Wildlife Park - Wild Creatures,true,false,false
5063,Vagrant Hearts,true,false,false
5064,Echoes+,true,false,true
5065,Mission Control: NanoMech,true,false,true
5066,Bears Can't Drift!?,true,false,false
5067,Anoxemia,true,true,true
5068,Mahjong Pretty Girls Battle,true,false,false
5069,ルナティックドーン レジェンドパック,true,false,false
5070,A列車で行こう8,true,false,false
5071,ATLAS レジェンドパック,true,false,false
5072,栄冠は君に レジェンドパック,true,false,false
5073,Khaba,true,false,true
5074,Marble Duel,true,true,false
5075,Strategy & Tactics: Wargame Collection,true,false,true
5076,Venetica,true,false,false
5077,Ratz Instagib 2.0,true,false,true
5078,Batla,true,false,false
5079,Just Get Through,true,false,false
5080,Usagi Yojimbo: Way of the Ronin,true,false,true
5081,Chicken Little Ace in Action,true,false,false
5082,Warden: Melody of the Undergrowth,true,true,true
5083,Pixel Heroes: Byte & Magic,true,true,true
5084,Super Treasure Arena,true,false,false
5085,Nightbanes,true,false,false
5086,The Technomancer,true,false,false
5087,Teenage Mutant Ninja Turtles: Mutants in Manhattan,true,false,false
5088,Alum,true,true,true
5089,BOMB Dedicated Server,true,false,false
5090,Trouble In The Manor,true,false,false
5091,Navy Field 2 : Conqueror of the Ocean,true,false,false
5092,Terra Lander,true,false,false
5093,CyberLink PowerDVD 15 Ultra,true,false,false
5094,Wildlife Camp,true,false,false
5095,Subsiege,true,false,false
5096,Urja,true,false,true
5097,Death Ray Manta,true,false,false
5098,Seven Kingdoms 2 HD,true,false,false
5099,Demise of Nations,true,true,true
5100,Star Nomad,true,false,true
5101,ScareNight,true,false,false
5102,Harold,true,false,false
5103,TRANSFORMERS: Devastation,true,false,false
5104,Rescue Team 1,true,false,false
5105,MOAI: Build Your Dream,true,false,true
5106,Ukrainian Ninja,true,false,false
5107,Chicken Little,true,false,false
5108,Pig Eat Ball,true,true,true
5109,Plith,true,false,true
5110,Fork Parker's Holiday Profit Hike,true,false,true
5111,Morningstar: Descent to Deadrock,true,false,true
5112,Tales of the Orient: The Rising Sun,true,true,true
5113,Dead Synchronicity: Tomorrow Comes Today,true,true,true
5114,Oceanhorn: Monster of Uncharted Seas,true,false,true
5115,RESCUE 2,true,false,true
5116,ZOMBI,true,false,false
5117,10 Years After,true,false,false
5118,Strife,true,true,true
5119,Castle,true,false,false
5120,Snake Blocks,true,false,true
5121,Resident Evil 0 / biohazard 0 HD REMASTER,true,false,false
5122,Choice of Robots,true,true,true
5123,Runestone Keeper,true,false,true
5124,Critical Annihilation,true,false,false
5125,A Pixel Story,true,false,false
5126,Retention,true,false,false
5127,Blasted Fortress,true,false,false
5128,Psy High,true,true,true
5129,Factions: Origins of Malu,true,false,true
5130,Artizens,true,false,false
5131,Man Alive Game,true,true,true
5132,Enemy,true,true,true
5133,Ember,true,false,false
5134,Crowman & Wolfboy,true,false,true
5135,VEGA Conflict,true,false,true
5136,FreeStyle2: Street Basketball,true,false,false
5137,Jagged Alliance Online: Reloaded,true,false,false
5138,Paperbound,true,false,false
5139,"I, Gladiator",true,false,false
5140,Cyber Chicken,true,true,false
5141,Debugger 3.16,true,false,false
5142,rFactor,true,false,false
5143,HuniePop,true,true,true
5144,Starwalker,true,false,false
5145,The Church in the Darkness,true,false,true
5146,The Moment of Silence,true,false,false
5147,Overclocked: A History of Violence,true,false,false
5148,AoF World Online,true,false,false
5149,Uncraft World,true,false,false
5150,Headlander,true,false,false
5151,Dungeon of Gain,true,true,false
5152,Survivalist,true,false,false
5153,Battle Ranch,true,true,true
5154,Crazy Chicken,true,false,false
5155,Crazy Chicken - Invasion,true,false,false
5156,Basement,true,true,true
5157,FINAL FANTASY TYPE-0 HD,true,false,false
5158,Bloop,true,false,false
5159,Predestination,true,false,false
5160,Shadows of War,true,true,false
5161,Crystal Towers 2,true,false,false
5162,TIMEframe,true,false,true
5163,Cubot,true,true,true
5164,Dr.Green,true,false,false
5165,Teddy Floppy Ear - Mountain Adventure,true,true,true
5166,Teddy Floppy Ear - Kayaking,true,true,true
5167,Sinless,true,false,true
5168,Deity Quest,true,true,true
5169,Domestic Dog,true,false,false
5170,Quintet,true,true,true
5171,Tomb of Tyrants,true,true,true
5172,Shades of Black,true,false,true
5173,Pizzarian,true,false,false
5174,Abomination Tower,true,true,true
5175,Lucid Awakening 2,true,false,false
5176,SuperBike TT,true,false,false
5177,Grand Class Melee 2,true,false,false
5178,Crashed Lander,true,true,true
5179,Spartans Vs Zombies Defense,true,true,true
5180,You Are Not A Banana,true,false,true
5181,Project Green Beat,true,false,false
5182,Subterrain,true,false,false
5183,Tallowmere,true,true,true
5184,Soccer Legends,true,false,false
5185,TDP4:Team Battle,true,false,false
5186,Crunch Time!,true,true,true
5187,Wanted Corp.,true,false,false
5188,WolfWars,true,false,false
5189,Armed with Wings: Rearmed,true,false,false
5190,The Depths of Tolagal,true,true,true
5191,Ninja Guy,true,true,true
5192,Elements: Soul of Fire,true,false,false
5193,Bunny Bash,true,true,true
5194,Aqua Panic!,true,true,true
5195,The Tiny Tale 2,true,false,true
5196,Sunrider Academy,true,true,true
5197,Gunslugs 2,true,true,true
5198,Death Goat,true,false,true
5199,Unhack,true,true,true
5200,Deepworld,true,false,false
5201,Yelaxot,true,false,false
5202,Razenroth,true,true,false
5203,RaidersSphere4th,true,false,false
5204,Solar War,true,true,false
5205,Siege of Turtle Enclave,true,true,false
5206,Let There Be Life,true,false,true
5207,Pulsen,true,false,false
5208,Bolt,true,false,false
5209,Mad Games Tycoon,true,false,true
5210,Pluck,true,false,false
5211,Chronicles of Teddy,true,false,true
5212,Colonial Conquest,true,false,true
5213,Wars Across The World,true,false,false
5214,The Lady,true,false,false
5215,Stay Dead Evolution,true,false,false
5216,Nexus : One Core,true,false,false
5217,On A Roll 3D,true,false,false
5218,Unraveled: Tale of the Shipbreaker's Daughter,true,false,false
5219,Glorkian Warrior: The Trials Of Glork,true,false,true
5220,Age of Fear 2: The Chaos Lord,true,true,true
5221,Steam Heroes,true,false,false
5222,Hotline Miami 2: Wrong Number Digital Comic,true,true,true
5223,Isaac the Adventurer,true,false,true
5224,Samphi,true,false,false
5225,Lazors,true,false,false
5226,Greyfox,true,false,false
5227,Paparazzi,true,true,true
5228,Countless Rooms of Death,true,false,false
5229,Vulture for NetHack,true,true,false
5230,BANZAI PECAN: The Last Hope For the Young Century,true,false,false
5231,Fallen Temple,true,false,false
5232,Loot Hunter,true,false,true
5233,Camera Obscura,true,false,false
5234,Crayon Chronicles,true,false,false
5235,Stardust Vanguards,true,true,false
5236,TRIP Steam Edition,true,false,true
5237,Super Cyborg,true,false,false
5238,Throbax TD,true,false,false
5239,Relativity Wars - A Science Space RTS,true,false,true
5240,Barren Roads,true,false,true
5241,stratO,true,false,false
5242,The Great Fusion,true,true,true
5243,Cahors Sunset,true,false,false
5244,Crest,true,true,true
5245,Among Ripples,true,true,true
5246,Dustoff Heli Rescue,true,false,true
5247,A.V.,true,true,true
5248,Flem,true,false,true
5249,Geared,true,false,false
5250,Chronicles of a Dark Lord: Episode II War of The Abyss,true,false,false
5251,Keep Talking and Nobody Explodes,true,false,true
5252,Plush,true,true,true
5253,SickBrick,true,false,false
5254,Tembo The Badass Elephant,true,false,false
5255,Hitbox,true,true,true
5256,Ultimate Space Commando,true,false,false
5257,Space Station Alpha,true,true,true
5258,Hatred,true,false,false
5259,Lux Delux,true,true,true
5260,DP Animation Maker,true,false,false
5261,Dispatcher,true,false,false
5262,BiT Evolution,true,false,true
5263,The Clans - Saga of the Twins,true,false,false
5264,Sym,true,false,true
5265,Hashtag Dungeon,true,false,false
5266,Games of Glory,true,false,false
5267,Arizona Sunshine,true,false,false
5268,Skyworld,true,false,false
5269,MechWarrior Online,true,false,false
5270,Air Guardians,true,false,false
5271,SCHAR: Blue Shield Alliance,true,false,false
5272,Aspectus: Rinascimento Chronicles,true,false,false
5273,Nevermind,true,false,true
5274,Manyland,true,false,false
5275,Zombie Kill of the Week - Reborn,true,false,true
5276,RIOT- Civil Unrest,true,true,true
5277,Into The Gloom,true,false,false
5278,Train of Afterlife,true,false,false
5279,Sakura Angels,true,true,true
5280,Sword Daughter,true,true,true
5281,Gunscape,true,true,true
5282,Shipwreck,true,true,true
5283,Human Extinction Simulator,true,false,false
5284,Bret Airborne,true,false,false
5285,BoxesWithGuns,true,false,false
5286,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,true,true,true
5287,Terminal Hacker - Into the Deep,true,true,false
5288,Phantasmal,true,false,false
5289,Airships: Conquer the Skies,true,true,true
5290,HIS (Heroes In the Sky),true,false,false
5291,12 Labours of Hercules,true,true,true
5292,HyperRogue,true,true,true
5293,"It came from space, and ate our brains",true,false,true
5294,Witch's Pranks: Frog's Fortune Collector's Edition,true,false,true
5295,Pixel Privateers,true,false,false
5296,Fermi's Path,true,false,false
5297,Refactor,true,true,true
5298,Samudai,true,false,false
5299,Dark Quest,true,false,false
5300,Corona MotorSport,true,false,false
5301,Synonymy,true,false,true
5302,Toto Temple Deluxe,true,false,false
5303,Pixel Survivors,true,false,false
5304,Destination Sol,true,true,true
5305,15 Days,true,false,false
5306,The Mystery of the Druids,true,false,false
5307,MagNets,true,false,false
5308,World of Subways 4 – New York Line 7,true,false,false
5309,SimpleRockets,true,false,true
5310,Overture,true,false,true
5311,Motorbike,true,true,true
5312,Cars Radiator Springs Adventures,true,false,false
5313,Endica VII The Dream King,true,false,false
5314,Cyberpunk 3776,true,false,true
5315,Top Trumps Turbo,true,true,true
5316,Gene,true,false,false
5317,Disillusions Manga Horror,true,true,true
5318,Zotrix,true,true,true
5319,StaudSoft's Synthetic World,true,true,true
5320,Tiamat X,true,false,false
5321,Particula,true,false,true
5322,SLAMMED!,true,true,true
5323,Elementary My Dear Majesty!,true,false,true
5324,inSynch,true,true,true
5325,Hypnosis,true,false,false
5326,Crash Drive 2,true,true,true
5327,Bob Was Hungry,true,false,false
5328,Rainbow Hero,true,false,false
5329,CroNix,true,false,false
5330,Silicone-2,true,true,false
5331,KHOLAT,true,false,false
5332,Irrational Exuberance: Prologue,true,false,false
5333,InMind VR,true,true,true
5334,Firefly Online Cortex,true,false,true
5335,Rotieer,true,true,true
5336,Cat Goes Fishing,true,false,false
5337,Shadowgate: MacVenture Series,true,false,true
5338,Uninvited: MacVenture Series,true,false,true
5339,Deja Vu: MacVenture Series,true,false,true
5340,Deja Vu II: MacVenture Series,true,false,true
5341,Trash TV,true,false,false
5342,Fort Defense,true,false,true
5343,Anti-Opoly,true,false,true
5344,Ghost Pirates of Vooju Island,true,false,false
5345,Voxelized,true,false,false
5346,Never Ending Night,true,true,true
5347,Cataegis : The White Wind,true,false,false
5348,World of Cinema - Movie Tycoon,true,false,false
5349,Valiant,true,false,false
5350,Immortal Empire,true,false,false
5351,Janky Tanks,true,false,true
5352,Pixel Puzzles 2: Birds,true,false,false
5353,Man O' War: Corsair,true,false,true
5354,Agapan,true,false,false
5355,InnerCube,true,false,false
5356,Heckabomb,true,false,false
5357,Front Office Football Seven,true,false,false
5358,Magnetic: Cage Closed,true,false,false
5359,Sacra Terra: Angelic Night,true,false,false
5360,Quell,true,false,false
5361,Three Fourths Home: Extended Edition,true,true,true
5362,Princess Evangile,true,false,false
5363,CRYPTARK,true,true,true
5364,Deadly Profits,true,false,false
5365,Reign Of Kings,true,false,false
5366,fault - milestone two side:above,true,true,true
5367,Mystery Masters: Psycho Train Deluxe Edition,true,false,true
5368,World of Mixed Martial Arts 3,true,false,false
5369,Total Extreme Wrestling,true,false,false
5370,Forsaken Fortress Strategy,true,false,false
5371,Gratuitous Space Battles 2,true,true,true
5372,Big Pharma,true,true,true
5373,Crystal Story II,true,false,true
5374,In Exilium,true,true,true
5375,ARM Planetary Prospectors,true,false,false
5376,Undeadz!,true,false,false
5377,Sun Blast,true,true,true
5378,Jaques Roque,true,false,false
5379,Ascent - The Space Game,true,false,false
5380,3d Engineers,true,false,false
5381,Stay Alight,true,false,false
5382,Flame Over,true,false,false
5383,Ancient Planet,true,false,true
5384,Vox Populi Vox Dei 2,true,false,false
5385,Dark Matter,true,false,false
5386,Crystal Rift,true,true,true
5387,Victor Vran,true,true,true
5388,Tasty Blue,true,false,true
5389,Agent Awesome,true,false,true
5390,SHOGUN: Total War™ - Gold Edition,true,false,false
5391,MEDIEVAL: Total War™ - Gold Edition,true,false,false
5392,Lost in a Forest,true,false,false
5393,The Quivering,true,false,false
5394,Wildlife Creative Studio,true,false,false
5395,My Family Creative Studio,true,false,false
5396,The Grave Digger,true,true,false
5397,LIGHTNING RETURNS: FINAL FANTASY XIII,true,false,false
5398,TyranoBuilder Visual Novel Studio,true,false,true
5399,King's Quest,true,false,false
5400,The Cursed Forest,true,false,false
5401,Vapour,true,true,true
5402,Lumo,true,true,true
5403,Inbetween Land,true,false,false
5404,Universal Combat CE 2.0,true,false,false
5405,The Fruit of Grisaia,true,false,false
5406,The Labyrinth of Grisaia,true,false,false
5407,Block Legend DX,true,true,true
5408,Without Within,true,true,true
5409,RIDE: Game,true,false,false
5410,Crash Dummy,true,true,true
5411,Echo Tokyo: Intro,true,true,true
5412,Damned Nation Reborn,true,false,false
5413,Idol Hands,true,true,true
5414,Bridge Creator 2015,true,false,false
5415,Shantae and the Pirate's Curse,true,false,false
5416,Super Galaxy Squadron EX Turbo,true,false,false
5417,NASCAR '15 Victory Edition,true,false,false
5418,The Note,true,false,false
5419,ABRACA - Imagic Games,true,false,true
5420,Besiege,true,true,true
5421,Joe's Diner,true,true,true
5422,High School Musical 3,true,false,false
5423,Astro Emporia,true,true,true
5424,I Can't Escape: Darkness,true,true,true
5425,ARK: Survival Evolved,true,true,true
5426,Boring Man - Online Tactical Stickman Combat,true,false,false
5427,Rktcr,true,true,true
