id,name,controllersupport,isfree,categorysingleplayer,categorymultiplayer,categorycoop,categorymmo,categoryinapppurchase,categoryincludesrcsdk,categoryincludeleveleditor,categoryvrsupport
4766,Task Force 1942: Surface Naval Action in the South Pacific,false,false,true,false,false,false,false,false,false,false
4767,BasketBelle,false,false,true,false,false,false,false,false,false,false
4768,4089: Ghost Within,false,false,true,false,false,false,false,false,true,true
4769,Krosmaster Arena,false,true,true,true,false,false,false,false,false,false
4770,The Moon Sliver,false,false,true,false,false,false,false,false,false,false
4771,Catlateral Damage,true,false,true,false,false,false,false,false,false,false
4772,MyRPG Master,false,false,true,false,false,false,false,false,false,false
4773,The Slaughtering Grounds,false,false,true,true,false,false,false,false,false,false
4774,KeeperRL,false,false,true,false,false,false,false,false,false,false
4775,ASA: A Space Adventure - Remastered Edition,false,false,true,false,false,false,false,false,false,false
4776,Kingdoms CCG,false,true,true,true,false,false,true,false,false,false
4777,Children of Morta,true,false,true,false,false,false,false,false,false,false
4778,Movie Studio 13 Platinum - Steam Powered,false,false,false,false,false,false,false,false,false,false
4779,BossConstructor,false,false,true,false,false,false,false,false,false,false
4780,Wild Frontera,true,false,true,true,true,false,false,false,false,false
4781,MAGIX Fastcut,false,false,false,false,false,false,false,false,false,false
4782,Substance Designer 5,false,false,false,false,false,false,false,false,false,false
4783,Pix the Cat,true,false,true,true,false,false,false,false,false,false
4784,Asteroids: Outpost,false,false,false,true,false,true,false,false,false,false
4785,Warlocks vs Shadows,false,false,true,true,true,false,false,false,false,false
4786,Robotex,false,false,true,false,false,false,false,false,false,false
4787,Reload,false,false,true,false,false,false,false,false,false,false
4788,Grandia II Anniversary Edition,false,false,true,false,false,false,false,false,false,false
4789,The Interactive Adventures of Dog Mendonça and Pizzaboy,false,false,true,false,false,false,false,false,false,false
4790,Runes of Brennos,false,false,true,true,false,false,false,false,false,false
4791,Celestial Command,false,false,true,true,true,false,false,false,false,false
4792,Over The Void,false,false,true,false,false,false,false,false,false,false
4793,planktOs,true,false,true,false,false,false,false,false,false,false
4794,Tail Drift,false,false,true,false,false,false,false,false,false,false
4795,Noct,false,false,true,true,false,false,false,false,false,false
4796,Shark Attack Deathmatch 2,false,false,true,true,true,false,false,false,false,false
4797,Independence War Deluxe Edition,false,false,true,false,false,false,false,false,false,false
4798,It's A Wipe!,false,false,true,false,false,false,false,false,false,false
4799,Luna's Wandering Stars,false,false,true,false,false,false,false,false,true,false
4800,DiscStorm,true,false,true,true,false,false,false,false,false,false
4801,Solar Struggle,false,false,true,false,false,false,false,false,false,false
4802,Flashpoint Campaigns: Red Storm,false,false,true,true,false,false,false,false,false,false
4803,Running Shadow,false,true,true,false,false,false,false,false,false,false
4804,Radial-G : Racing Revolved,true,false,true,true,false,false,false,false,false,true
4805,Read Only Memories,true,false,true,false,false,false,false,false,false,false
4806,Tales from the Borderlands,true,false,true,false,false,false,false,false,false,false
4807,Game of Thrones - A Telltale Games Series,true,false,true,false,false,false,false,false,false,false
4808,Redemption,false,false,true,true,true,true,false,false,false,false
4809,Demon Hunter: Chronicles from Beyond,false,false,true,false,false,false,false,false,false,false
4810,Passing Pineview Forest,false,true,true,false,false,false,false,false,false,true
4811,Cars,false,false,true,true,false,false,false,false,false,false
4812,Master Spy,true,false,true,false,false,false,false,false,false,false
4813,Grass Simulator,false,false,true,true,true,false,false,false,false,false
4814,"Bolt Riley, A Reggae Adventure - Chapter 1",true,false,true,false,false,false,false,false,false,false
4815,Thief Town,true,false,false,true,false,false,false,false,false,false
4816,Miko Gakkou: Second Year,true,false,true,false,false,false,false,false,false,false
4817,Tulpa,false,false,true,false,false,false,false,false,false,false
4818,Heavy Metal Machines,true,true,false,true,true,false,false,false,false,false
4819,Winged Sakura: Mindy's Arc,false,false,true,false,false,false,false,false,false,false
4820,Luna: Shattered Hearts: Episode 1,false,false,true,false,false,false,false,false,false,false
4821,bit Dungeon II,true,false,true,false,false,false,false,false,false,false
4822,Finding Nemo,false,false,true,false,false,false,false,false,false,false
4823,Rooms: The Unsolvable Puzzle,true,false,true,false,false,false,false,false,false,false
4824,Everlasting Summer,false,true,true,false,false,false,false,false,false,false
4825,Pinstripe,true,false,true,false,false,false,false,false,false,false
4826,Executive Assault,false,false,true,true,true,false,false,false,false,false
4827,Amphora,false,false,true,false,false,false,false,false,false,false
4828,Wimp: Who Stole My Pants?,true,false,true,false,false,false,false,false,false,false
4829,ULTRAWORLD EXODUS,false,false,true,false,false,false,false,false,false,false
4830,ONE PIECE PIRATE WARRIORS 3,false,false,true,true,false,false,false,false,false,false
4831,Movie Studio Boss: The Sequel,false,false,true,false,false,false,false,false,false,false
4832,Carmageddon TDR 2000,false,false,true,true,false,false,false,false,false,false
4833,Prehistorik,false,false,true,false,false,false,false,false,false,false
4834,The Jackbox Party Pack,false,false,true,true,false,false,false,false,false,false
4835,Why So Evil,false,false,true,true,false,false,false,false,false,false
4836,Survivor Squad: Gauntlets,false,false,true,false,false,false,false,false,true,false
4837,WALL E,true,false,true,true,false,false,false,false,false,false
4838,Supreme League of Patriots Issue 1: A Patriot Is Born,false,false,true,false,false,false,false,false,false,false
4839,Data Hacker: Reboot,false,false,true,false,false,false,false,false,false,false
4840,AER,true,false,true,false,false,false,false,false,false,false
4841,Truck Mechanic Simulator 2015,false,false,true,false,false,false,false,false,false,false
4842,Beach Resort Simulator,false,false,true,false,false,false,false,false,false,false
4843,Airline Tycoon Deluxe,false,false,true,false,false,false,false,false,false,false
4844,Treasure Planet Battle at Procyon,false,false,true,true,false,false,false,false,false,false
4845,Last Inua,false,false,true,false,false,false,false,false,false,false
4846,School of Dragons: How to Train Your Dragon,false,true,false,false,false,true,false,false,false,false
4847,LEVEL UP!,false,false,true,false,false,false,false,false,false,false
4848,Axiom Verge,true,false,true,false,false,false,false,false,false,false
4849,The Next Penelope,true,false,true,true,false,false,false,false,false,false
4850,Cars Mater-National,false,false,true,true,false,false,false,false,false,false
4851,LEGO® Worlds,false,false,true,true,false,false,false,false,false,false
4852,PixelJunk™ Shooter Ultimate,true,false,true,true,false,false,false,false,false,false
4853,Spriter Pro,false,false,false,false,false,false,false,false,false,false
4854,Miko Gakkou Monogatari: Kaede Episode,false,false,true,false,false,false,false,false,false,false
4855,Asguaard,true,false,true,false,false,false,false,false,false,false
4856,Undefeated,false,false,true,false,false,false,false,false,false,false
4857,Girlfriend Rescue,true,false,true,false,false,false,false,false,false,false
4858,Moonchild,true,false,true,false,false,false,false,false,false,false
4859,Phoenix Force,true,false,true,false,false,false,false,false,false,false
4860,Battle Fleet 2,false,false,true,true,false,false,false,false,false,false
4861,GRAV,false,false,true,true,true,false,false,false,false,false
4862,Shutshimi,true,false,true,true,false,false,false,false,false,false
4863,We Slay Monsters,false,false,true,false,false,false,false,false,false,false
4864,Amazing Frog?,true,false,true,true,false,false,false,false,false,false
4865,Mimpi,false,false,true,false,false,false,false,false,false,false
4866,Mystik Belle,false,false,true,false,false,false,false,false,false,false
4867,PONCHO,true,false,true,false,false,false,false,false,false,false
4868,The Guilt and the Shadow,false,false,true,false,false,false,false,false,false,false
4869,The Exiled,false,false,false,false,false,true,false,false,false,false
4870,1Quest,false,false,true,false,false,false,false,false,false,false
4871,Barbarian Brawl,false,false,false,true,false,false,false,false,false,false
4872,Friendship Club,true,false,false,true,false,false,false,false,false,false
4873,National Zombie Park,false,false,true,true,true,false,false,false,false,false
4874,Darkness Assault,false,false,true,false,false,false,false,false,false,false
4875,Five Nights at Freddy's 2,false,false,true,false,false,false,false,false,false,false
4876,Midnight Mysteries: Witches of Abraham - Collector's Edition,false,false,true,false,false,false,false,false,false,false
4877,Prelogate,false,false,true,false,false,false,false,false,false,false
4878,Don't Shoot Yourself!,false,false,true,false,false,false,false,false,false,false
4879,Storm United,false,false,false,true,false,false,false,false,false,false
4880,Demesne,false,false,true,false,false,false,false,false,false,false
4881,Inside The Gear,false,false,true,false,false,false,false,false,false,false
4882,Do Not Fall,false,false,true,true,false,false,false,false,false,false
4883,Kaiju-A-GoGo,false,false,true,false,false,false,false,false,false,false
4884,Cherry Tree High I! My! Girls!,false,false,true,false,false,false,false,false,false,false
4885,Forward to the Sky,false,false,true,false,false,false,false,false,false,false
4886,Marvin's Mittens,false,false,true,false,false,false,false,false,false,false
4887,Mos Speedrun 2,true,false,true,false,false,false,false,false,false,false
4888,ADOM (Ancient Domains Of Mystery),false,false,true,false,false,false,false,false,false,false
4889,Song of the Myrne: What Lies Beneath,false,false,true,true,false,false,false,false,false,false
4890,Star Rangers,false,false,false,true,true,false,false,false,false,false
4891,Cults and Daggers,false,false,true,true,false,false,false,false,false,false
4892,SilverQuest: Gaiden,true,false,true,false,false,false,false,false,false,false
4893,Tales of Aravorn: Seasons Of The Wolf,false,false,true,false,false,false,false,false,false,false
4894,Cossacks 3,false,false,true,true,true,false,false,true,true,false
4895,Sinking Island,false,false,true,false,false,false,false,false,false,false
4896,Replay - VHS is not dead,true,false,true,false,false,false,false,false,false,false
4897,Isbarah,false,false,true,false,false,false,false,false,false,false
4898,Neocolonialism,false,false,true,true,false,false,false,false,false,false
4899,"Slow Down, Bull",true,false,true,false,false,false,false,false,false,false
4900,NEKOPARA Vol. 1,false,false,true,false,false,false,false,false,false,false
4901,Caves of Qud,false,false,true,false,false,false,false,false,false,false
4902,Pahelika: Revelations HD,false,false,true,false,false,false,false,false,false,false
4903,Towers of Altrac,false,false,true,true,true,false,false,false,false,false
4904,Epanalepsis,false,false,true,false,false,false,false,false,false,false
4905,Dark Gates,true,false,true,false,false,false,false,false,false,false
4906,The Falling Sun,false,false,true,false,false,false,false,false,false,false
4907,Vintage Year,true,false,true,false,false,false,false,false,false,false
4908,Franchise Hockey Manager 2,false,false,true,true,false,false,false,false,false,false
4909,Feel-A-Maze,false,false,true,false,false,false,false,false,false,false
4910,Braveland Wizard,false,false,true,false,false,false,false,false,false,false
4911,Dirty Bomb,false,true,false,true,false,false,false,false,false,false
4912,Medieval Engineers,false,false,true,true,true,false,false,false,false,false
4913,A Druid's Duel,false,false,true,true,false,false,false,false,false,false
4914,AKIBA'S TRIP: Undead & Undressed,true,false,true,false,false,false,false,false,false,false
4915,Epic Arena,false,true,true,true,false,false,false,false,false,false
4916,Down To One,false,false,false,true,false,false,false,false,false,false
4917,Hektor,true,false,true,false,false,false,false,false,false,false
4918,Extreme Exorcism,true,false,true,true,false,false,false,false,false,false
4919,Armikrog,false,false,true,false,false,false,false,false,false,false
4920,Roche Fusion,true,false,true,true,false,false,false,false,false,false
4921,Insanity's Blade,false,false,true,true,false,false,false,false,false,false
4922,Fortified,true,false,true,true,true,false,false,false,false,false
4923,Town of Salem,false,false,false,true,false,false,false,false,false,false
4924,Icebound,true,false,true,false,false,false,false,false,false,false
4925,Star Traders: 4X Empires,false,false,true,false,false,false,false,false,false,false
4926,Lost Sea,true,false,true,false,false,false,false,false,false,false
4927,Gates of Horizon,false,false,false,false,false,true,false,false,false,false
4928,Fake Colours,false,false,true,false,false,false,false,false,false,false
4929,Don't Move,true,false,true,false,false,false,false,false,false,false
4930,Jump,true,false,true,false,false,false,false,false,false,true
4931,Out There: Ω Edition,false,false,true,false,false,false,false,false,false,false
4932,Adventures of Robinson Crusoe,false,false,true,false,false,false,false,false,false,false
4933,Robinson Crusoe and the Cursed Pirates,false,false,true,false,false,false,false,false,false,false
4934,The Fool,false,false,true,false,false,false,false,false,false,false
4935,Square Heroes,true,false,true,true,true,false,false,false,false,false
4936,Soccertron,true,false,true,true,true,false,false,false,false,false
4937,Moving Hazard,false,false,true,true,false,false,false,false,false,false
4938,Squirreltopia,true,false,true,false,false,false,false,false,false,false
4939,Ilamentia,true,false,true,false,false,false,false,false,false,false
4940,Entropy Rising,false,false,true,false,false,false,false,false,true,false
4941,Drive to Hell,true,false,true,true,false,false,false,false,false,false
4942,1931: Scheherazade at the Library of Pergamum,false,false,true,false,false,false,false,false,false,false
4943,Cell HD: emergence,false,false,true,false,false,false,false,false,false,false
4944,Into Blue Valley,false,false,true,false,false,false,false,false,false,true
4945,Tormentum - Dark Sorrow,false,false,true,false,false,false,false,false,false,false
4946,Steam and Metal,false,false,true,false,false,false,false,false,false,false
4947,World Of Leaders,false,false,false,false,false,true,false,false,false,false
4948,VRC PRO,false,false,true,true,false,false,false,false,false,false
4949,Biology Battle,false,false,true,true,false,false,false,false,false,false
4950,Goscurry,false,false,true,false,false,false,false,false,false,false
4951,Dwarf Tower,false,false,true,true,false,false,false,false,false,false
4952,Serpent in the Staglands,false,false,true,false,false,false,false,false,false,false
4953,Magic Barrage - Bitferno,false,true,true,true,true,true,false,false,false,false
4954,200% Mixed Juice!,true,false,true,true,false,false,false,false,false,false
4955,ManaCollect,true,false,true,true,false,false,false,false,false,false
4956,Rift's Cave,true,false,true,false,false,false,false,false,false,true
4957,But to Paint a Universe,false,false,true,false,false,false,false,false,false,false
4958,Transformice,false,true,false,true,false,true,false,false,true,false
4959,DARK SOULS™ II: Scholar of the First Sin,true,false,true,true,true,false,false,false,false,false
4960,Eisenbahn X,false,false,true,false,false,false,false,false,false,false
4961,Bet On Soldier,false,false,true,false,false,false,false,false,false,false
4962,Brick-Force,false,true,false,true,false,false,false,false,true,false
4963,ルナティックドーン 前途への道標,false,false,true,false,false,false,false,false,false,false
4964,Grimoire: Manastorm,false,false,false,true,false,false,false,false,false,false
4965,Dungeon Shooter 2,true,false,true,false,true,false,false,false,true,false
4966,Curse of the Assassin,false,false,true,false,false,false,false,false,false,false
4967,An Assassin in Orlandes,false,false,true,false,false,false,false,false,false,false
4968,Cubicity,true,false,true,false,false,false,false,false,false,false
4969,Light Bound,true,false,true,true,false,false,false,false,false,false
4970,Back To Life 3,false,false,true,false,false,false,false,false,false,false
4971,CAFE 0 ~The Drowned Mermaid~,false,false,true,false,false,false,false,false,false,false
4972,LISA,false,false,true,false,false,false,false,false,false,false
4973,dUpLicity ~Beyond the Lies~,false,false,true,false,false,false,false,false,false,false
4974,I am weapon: Revival,true,false,true,false,true,false,false,false,false,false
4975,Escape From Darkmoor Manor,false,false,true,false,false,false,false,false,false,false
4976,Tkl Online,false,false,true,false,false,false,false,false,false,false
4977,Words for Evil,false,false,true,false,false,false,false,false,false,false
4978,Dream Of Mirror Online,false,true,false,false,false,true,false,false,false,false
4979,Distant Star: Revenant Fleet,false,false,true,false,false,false,false,false,false,false
4980,Goats on a Bridge,true,false,true,false,false,false,false,false,false,false
4981,After Reset RPG,false,false,true,false,false,false,false,false,false,false
4982,Nanofights,false,false,true,true,false,false,false,false,false,false
4983,Angels of Fasaria: Version 2.0,false,false,true,false,false,true,false,false,false,false
4984,Ephemerid: A Musical Adventure,false,false,true,false,false,false,false,false,false,false
4985,Atavism 2 On Premises,false,false,false,false,false,false,false,false,false,false
4986,Mech Marines: Steel March,false,false,true,true,false,false,false,false,false,false
4987,Insecters War,false,true,true,true,false,false,false,false,false,false
4988,MXGP - The Official Motocross Videogame Compact,false,false,true,true,false,false,false,false,false,false
4989,Pahelika: Secret Legends,false,false,true,false,false,false,false,false,false,false
4990,Race.a.bit,false,false,true,false,false,false,false,false,true,false
4991,Combat Monsters,false,true,true,true,false,false,false,false,false,false
4992,Raptor: Call of The Shadows - 2015 Edition,false,false,true,false,false,false,false,false,false,false
4993,Vietnam ‘65,false,false,true,false,false,false,false,false,false,false
4994,Sky Mercenaries,true,false,true,true,false,false,false,false,true,false
4995,Rooster Teeth vs. Zombiens,false,false,true,false,false,false,false,false,false,false
4996,Bloody Streets,false,false,true,false,false,false,false,false,false,false
4997,Shardlight,false,false,true,false,false,false,false,false,false,false
4998,Virtual Pool 4,false,false,true,true,false,false,false,false,false,false
4999,Monsters!,true,false,true,false,false,false,false,false,false,false
5000,Starlaxis Supernova Edition,true,false,true,false,false,false,false,false,false,false
5001,Just Death,true,false,true,true,false,false,false,false,true,false
5002,ORBITOR,false,false,true,false,false,false,false,false,false,false
5003,Way to Go!,false,false,true,false,false,false,false,false,false,false
5004,Typoman: Revised,true,false,true,false,false,false,false,false,false,false
5005,Monster Jam,true,false,true,false,false,false,false,false,false,false
5006,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,false,false,true,false,false,false,false,false,false,false
5007,Hearthlands,false,false,true,false,false,false,false,false,false,false
5008,Catmouth Island,false,false,true,false,false,false,false,false,false,false
5009,Bloodsports.TV,false,false,true,true,true,false,false,false,false,false
5010,Super Cane Magic ZERO,true,false,true,true,false,false,false,false,false,false
5011,Anno Online,false,true,true,true,false,false,false,false,false,false
5012,Might & Magic Heroes Online,false,true,true,true,true,true,false,false,false,false
5013,PD Howler 9.6,false,false,false,false,false,false,false,true,false,false
5014,Outcast 1.1,false,false,true,false,false,false,false,false,false,false
5015,Crash And Burn Racing,true,false,true,false,false,false,false,false,false,false
5016,HIT,false,true,false,true,true,false,false,false,false,false
5017,TREBUCHET,false,false,true,true,false,false,false,false,false,false
5018,Elastrix,false,false,true,false,false,false,false,false,false,false
5019,Supreme League of Patriots Issue 2: Patriot Frames,false,false,true,false,false,false,false,false,false,false
5020,Supreme League of Patriots Issue 3: Ice Cold in Ellis,false,false,true,false,false,false,false,false,false,false
5021,Pilot Brothers,false,false,true,false,false,false,false,false,false,false
5022,Pilot Brothers 2,false,false,true,false,false,false,false,false,false,false
5023,Pilot Brothers 3: Back Side of the Earth,false,false,true,false,false,false,false,false,false,false
5024,KWAAN,false,false,false,true,true,true,false,false,false,false
5025,Color Guardians,true,false,true,false,false,false,false,false,false,false
5026,Redux: Dark Matters,false,false,true,false,false,false,false,false,false,false
5027,Deus Ex: Mankind Divided™,true,false,true,false,false,false,false,false,false,false
5028,Deadnaut,false,false,true,false,false,false,false,false,false,false
5029,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",false,false,false,false,false,false,false,false,false,false
5030,Bard to the Future,true,false,true,false,false,false,false,false,false,false
5031,Bosch's Damnation,false,false,true,false,false,false,false,false,false,false
5032,Sentinels of the Multiverse,false,false,true,true,true,false,false,false,false,false
5033,Velocity 2X,false,false,true,false,false,false,false,false,false,false
5034,Royal Bounty HD,false,false,true,false,false,false,false,false,false,false
5035,Guild Commander,false,false,true,false,false,false,false,false,false,false
5036,Ostrich Island,true,false,true,true,true,false,false,false,false,false
5037,Planetship,true,false,true,false,false,false,false,false,false,false
5038,Paint the Town Red,true,false,true,false,false,false,false,false,false,false
5039,Finding Paradise,true,false,true,false,false,false,false,false,false,false
5040,Flywrench,true,false,true,false,false,false,false,false,true,false
5041,Dead Island Retro Revenge,true,false,true,false,false,false,false,false,false,false
5042,Karos,false,true,false,true,false,true,false,false,false,false
5043,Final Dusk,false,false,true,false,false,false,false,false,false,false
5044,Dream Tale,false,false,true,false,false,false,false,false,false,false
5045,Zombie Vikings,true,false,true,true,true,false,false,false,false,false
5046,Four Sided Fantasy,false,false,true,false,false,false,false,false,false,false
5047,Bermuda,false,false,true,false,false,false,false,false,false,false
5048,Soft Body,true,false,true,false,false,false,false,false,false,false
5049,Default Dan,true,false,true,false,false,false,false,false,false,false
5050,Star Hammer: The Vanguard Prophecy,false,false,true,false,false,false,false,false,false,false
5051,SCS deORBIT,true,false,true,false,false,false,false,false,false,false
5052,The Sea Will Claim Everything,false,false,true,false,false,false,false,false,false,false
5053,Battletank LOBA,false,false,true,true,false,false,false,false,false,false
5054,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,false,false,true,true,false,false,false,false,false,false
5055,The Mims Beginning,false,false,true,false,false,false,false,false,false,false
5056,Avernum 2: Crystal Souls,false,false,true,false,false,false,false,false,false,false
5057,One Late Night: Deadline,false,false,true,false,false,false,false,false,false,false
5058,Nameless ~The one thing you must recall~,false,false,true,false,false,false,false,false,false,false
5059,X-note,false,false,true,false,false,false,false,false,false,false
5060,The SKIES,false,true,false,true,false,true,true,false,false,false
5061,ClusterPuck 99,true,false,true,true,false,false,false,false,false,false
5062,Wildlife Park - Wild Creatures,false,false,true,false,false,false,false,false,false,false
5063,Vagrant Hearts,true,false,true,false,false,false,false,false,false,false
5064,Echoes+,true,true,true,false,false,false,false,false,false,false
5065,Mission Control: NanoMech,false,false,true,false,false,false,false,false,false,false
5066,Bears Can't Drift!?,true,false,true,true,false,false,false,false,false,false
5067,Anoxemia,false,false,true,false,false,false,false,false,false,false
5068,Mahjong Pretty Girls Battle,false,false,true,false,false,false,false,false,false,false
5069,ルナティックドーン レジェンドパック,false,false,true,false,false,false,false,false,false,false
5070,A列車で行こう8,false,false,true,false,false,false,false,false,false,false
5071,ATLAS レジェンドパック,false,false,true,false,false,false,false,false,false,false
5072,栄冠は君に レジェンドパック,false,false,true,false,false,false,false,false,false,false
5073,Khaba,false,false,true,false,false,false,false,false,false,false
5074,Marble Duel,true,false,true,false,false,false,false,false,false,false
5075,Strategy & Tactics: Wargame Collection,false,false,true,true,false,false,false,false,false,false
5076,Venetica,false,false,true,false,false,false,false,false,false,false
5077,Ratz Instagib 2.0,false,false,false,true,false,false,false,false,true,false
5078,Batla,false,true,false,true,false,false,false,false,false,false
5079,Just Get Through,true,false,true,false,false,false,false,false,true,false
5080,Usagi Yojimbo: Way of the Ronin,false,false,true,false,false,false,false,false,false,false
5081,Chicken Little Ace in Action,true,false,true,true,false,false,false,false,false,false
5082,Warden: Melody of the Undergrowth,true,false,true,false,false,false,false,false,false,false
5083,Pixel Heroes: Byte & Magic,false,false,true,false,false,false,false,false,false,false
5084,Super Treasure Arena,true,false,true,true,false,false,false,false,false,false
5085,Nightbanes,false,true,true,true,false,true,false,false,false,false
5086,The Technomancer,true,false,true,false,false,false,false,false,false,false
5087,Teenage Mutant Ninja Turtles: Mutants in Manhattan,true,false,true,true,true,false,false,false,false,false
5088,Alum,false,false,true,false,false,false,false,false,false,false
5089,BOMB Dedicated Server,false,false,false,false,false,false,false,false,false,false
5090,Trouble In The Manor,false,false,false,true,false,false,false,false,false,false
5091,Navy Field 2 : Conqueror of the Ocean,false,true,false,true,false,true,false,false,false,false
5092,Terra Lander,false,false,true,false,false,false,false,false,false,false
5093,CyberLink PowerDVD 15 Ultra,false,false,false,false,false,false,false,false,false,false
5094,Wildlife Camp,false,false,true,false,false,false,false,false,false,false
5095,Subsiege,false,false,false,true,true,true,false,false,false,false
5096,Urja,false,false,true,false,false,false,false,false,false,false
5097,Death Ray Manta,true,false,true,false,false,false,false,false,false,false
5098,Seven Kingdoms 2 HD,false,false,true,true,false,false,false,false,false,false
5099,Demise of Nations,false,true,true,true,true,false,false,false,true,false
5100,Star Nomad,false,false,true,false,false,false,false,false,false,false
5101,ScareNight,false,false,true,true,false,false,false,false,false,false
5102,Harold,true,false,true,false,false,false,false,false,false,false
5103,TRANSFORMERS: Devastation,true,false,true,false,false,false,false,false,false,false
5104,Rescue Team 1,false,false,true,false,false,false,false,false,false,false
5105,MOAI: Build Your Dream,false,false,true,false,false,false,false,false,false,false
5106,Ukrainian Ninja,true,false,true,true,true,false,false,false,false,false
5107,Chicken Little,true,false,true,false,false,false,false,false,false,false
5108,Pig Eat Ball,true,false,true,true,true,false,false,false,true,false
5109,Plith,false,false,true,false,false,false,false,false,false,false
5110,Fork Parker's Holiday Profit Hike,false,true,true,false,false,false,false,false,false,false
5111,Morningstar: Descent to Deadrock,false,false,true,false,false,false,false,false,false,false
5112,Tales of the Orient: The Rising Sun,false,false,true,false,false,false,false,false,false,false
5113,Dead Synchronicity: Tomorrow Comes Today,false,false,true,false,false,false,false,false,false,false
5114,Oceanhorn: Monster of Uncharted Seas,true,false,true,false,false,false,false,false,false,false
5115,RESCUE 2,false,false,true,false,false,false,false,false,false,false
5116,ZOMBI,false,false,true,false,false,false,false,false,false,false
5117,10 Years After,false,false,true,false,false,false,false,false,false,false
5118,Strife,false,true,true,true,true,false,false,false,false,false
5119,Castle,false,false,true,false,false,false,false,false,false,false
5120,Snake Blocks,false,false,true,false,false,false,false,false,true,false
5121,Resident Evil 0 / biohazard 0 HD REMASTER,true,false,true,false,false,false,false,false,false,false
5122,Choice of Robots,false,false,true,false,false,false,false,false,false,false
5123,Runestone Keeper,false,false,true,false,false,false,false,false,false,false
5124,Critical Annihilation,false,false,true,false,false,false,false,false,false,false
5125,A Pixel Story,true,false,true,false,false,false,false,false,false,false
5126,Retention,false,false,true,false,false,false,false,false,false,false
5127,Blasted Fortress,false,false,true,false,false,false,false,false,true,false
5128,Psy High,false,false,false,false,false,false,false,false,false,false
5129,Factions: Origins of Malu,false,false,false,true,false,false,false,false,false,false
5130,Artizens,false,false,true,true,true,false,false,false,false,false
5131,Man Alive Game,false,false,true,false,false,false,false,false,false,false
5132,Enemy,false,false,true,false,false,false,false,false,true,false
5133,Ember,false,false,true,false,false,false,false,false,false,false
5134,Crowman & Wolfboy,true,false,true,false,false,false,false,false,false,false
5135,VEGA Conflict,false,true,false,true,false,true,false,false,false,false
5136,FreeStyle2: Street Basketball,false,true,true,true,true,true,false,false,false,false
5137,Jagged Alliance Online: Reloaded,false,false,true,true,false,false,false,false,false,false
5138,Paperbound,true,false,true,true,false,false,false,false,true,false
5139,"I, Gladiator",true,false,true,true,false,false,false,false,false,false
5140,Cyber Chicken,true,false,true,false,false,false,false,false,false,false
5141,Debugger 3.16,false,false,true,false,false,false,false,false,false,false
5142,rFactor,false,false,true,true,false,false,false,false,false,false
5143,HuniePop,false,false,true,false,false,false,false,false,false,false
5144,Starwalker,false,false,true,false,false,false,false,false,false,false
5145,The Church in the Darkness,true,false,true,false,false,false,false,false,false,false
5146,The Moment of Silence,false,false,true,false,false,false,false,false,false,false
5147,Overclocked: A History of Violence,false,false,true,false,false,false,false,false,false,false
5148,AoF World Online,false,false,true,true,false,true,false,false,true,false
5149,Uncraft World,true,false,true,true,false,false,false,false,true,false
5150,Headlander,true,false,true,false,false,false,false,false,false,false
5151,Dungeon of Gain,false,false,true,false,false,false,false,false,false,false
5152,Survivalist,true,false,true,false,true,false,false,false,false,false
5153,Battle Ranch,false,false,true,false,false,false,false,false,false,false
5154,Crazy Chicken,false,false,true,false,false,false,false,false,false,false
5155,Crazy Chicken - Invasion,false,false,true,false,false,false,false,false,false,false
5156,Basement,false,false,true,false,false,false,false,false,false,false
5157,FINAL FANTASY TYPE-0 HD,true,false,true,false,false,false,false,false,false,false
5158,Bloop,false,false,true,false,false,false,false,false,false,false
5159,Predestination,false,false,true,false,false,false,false,false,false,false
5160,Shadows of War,false,false,true,true,false,false,false,false,false,false
5161,Crystal Towers 2,true,false,true,false,false,false,false,false,false,false
5162,TIMEframe,true,false,true,false,false,false,false,false,false,false
5163,Cubot,false,false,true,false,false,false,false,false,false,false
5164,Dr.Green,true,false,true,false,false,false,false,false,false,false
5165,Teddy Floppy Ear - Mountain Adventure,false,false,true,false,false,false,false,false,false,false
5166,Teddy Floppy Ear - Kayaking,false,false,true,false,false,false,false,false,false,false
5167,Sinless,false,false,true,false,false,false,false,false,false,false
5168,Deity Quest,false,false,true,true,false,false,false,false,false,false
5169,Domestic Dog,true,false,true,false,false,false,false,false,false,false
5170,Quintet,false,true,true,true,true,false,false,false,false,false
5171,Tomb of Tyrants,true,false,true,false,false,false,false,false,false,false
5172,Shades of Black,false,false,true,false,false,false,false,false,false,false
5173,Pizzarian,false,false,true,false,false,false,false,false,false,false
5174,Abomination Tower,true,false,true,false,false,false,false,false,false,false
5175,Lucid Awakening 2,false,false,true,false,false,false,false,false,false,false
5176,SuperBike TT,true,false,true,false,false,false,false,false,false,true
5177,Grand Class Melee 2,true,false,true,true,true,false,false,false,false,false
5178,Crashed Lander,false,false,true,false,false,false,false,false,false,true
5179,Spartans Vs Zombies Defense,false,true,true,false,false,false,false,false,false,false
5180,You Are Not A Banana,false,false,true,false,false,false,false,false,false,false
5181,Project Green Beat,false,false,true,true,false,false,false,false,false,false
5182,Subterrain,true,false,true,false,false,false,false,false,false,false
