id,name,controllersupport,isfree,categorysingleplayer,categorymultiplayer,categorycoop,categorymmo,categoryinapppurchase,categoryincludesrcsdk,categoryincludeleveleditor,categoryvrsupport
1119,Dragon Age: Origins - Ultimate Edition,false,false,true,false,false,false,false,false,false,false
1120,Medal of Honor(TM) Multiplayer,false,false,true,true,false,false,false,false,false,false
1121,Need for Speed: Hot Pursuit,false,false,true,true,false,false,false,false,false,false
1122,Battlefield: Bad Company 2 Vietnam,false,false,false,true,false,false,false,false,false,false
1123,Battlefield Bad Company 2: Vietnam Pre-order,false,false,false,true,false,false,false,false,false,false
1124,The Sims(TM) 3,false,false,true,false,false,false,false,false,false,false
1125,Shift 2 Unleashed,false,false,true,true,false,false,false,false,false,false
1126,The Sims 3 - Showtime Katy Perry Collectors Edition,false,false,true,false,false,false,false,false,false,false
1127,LIMBO,true,false,true,false,false,false,false,false,false,false
1128,Silent Hunter 5: Battle of the Atlantic,false,false,true,true,true,false,false,false,false,false
1129,Voodoo Dice,false,false,true,false,false,false,false,false,false,false
1130,Assassin's Creed II - Unlockable Content Key,false,false,true,false,false,false,false,false,false,false
1131,Assassin's Creed Brotherhood,false,false,true,true,false,false,false,false,false,false
1132,The Settlers 7: Paths to a Kingdom - Gold Edition,false,false,true,true,false,false,false,false,false,false
1133,Might & Magic: Heroes VI,false,false,false,false,false,false,false,false,false,false
1134,Anno 2070,false,false,true,true,false,false,false,false,false,false
1135,Mount & Blade: Warband,false,false,true,true,false,false,false,false,false,false
1136,Mount & Blade: With Fire and Sword,false,false,true,true,false,false,false,false,false,false
1137,Ship Simulator Extremes,false,false,true,true,false,false,false,false,false,false
1138,Saira,false,true,true,false,false,false,false,false,false,false
1139,Greed Corp,false,false,true,true,false,false,false,false,false,false
1140,Hotel Dash,false,false,true,false,false,false,false,false,false,false
1141,Commander: Conquest of the Americas,false,false,true,false,false,false,false,false,false,false
1142,Woody Two-Legs Attack of the Zombie Pirates,false,false,true,false,false,false,false,false,false,false
1143,Pirates of Black Cove,false,false,true,false,false,false,false,false,false,false
1144,Magic: The Gathering - Duels of the Planeswalkers Teeth of the Predator Unlock,false,false,false,false,false,false,false,false,false,false
1145,Magic: The Gathering — Duels of the Planeswalkers 2012,false,true,true,true,true,false,false,false,false,false
1146,Borderlands 2,true,false,true,false,true,false,false,false,false,false
1147,Aliens: Colonial Marines,true,false,true,true,true,false,false,false,false,false
